Algae,outcome,SE,type,p,pvalue,up,down
SSB01,0.24848297304730238,0.18695466854167228,DMSO,NA,NA,0.32294108367403457,0.1864641965430021
SSB01,0.09512168455629856,0.2631678362695231,XMD17-109,***,1.334644010214219e-5,0.14971545129655062,0.059052944186182975
