Algae,outcome,SE,type,p,pvalue,up,down
SSB01,0.49288636590004625,0.21425047939596636,control,NA,NA,0.5966376006382403,0.38974424540692965
SSB01,0.5103407269392247,0.12866475180248163,LPS,,0.5873422494820704,0.5728654296121247,0.44749079975600603
