"Col0","apoapo_rep1","apoapo_rep2","apoapo_rep3","apoapo_rep4","apoapo_rep5","aposym_rep1","aposym_rep2","aposym_rep3","aposym_rep4","aposym_rep5","symsym_rep1","symsym_rep2","symsym_rep3","symsym_rep4","symsym_rep5","symsym_rep6","apona_rep1","apona_rep2","apona_rep3","nana_rep1","nana_rep2","nana_rep3"
"XM_021060312.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219
"XM_021050405.1",0,1198,0,237,667,1507,623,286,256,0,0,0,0,0,0,0,0,1013,277,945,0,2969
"XM_021043006.1",0,0,240.60476,3912.872311,0,0,1.525949,210.499141,0,21.652842,0,0,0,338.64668,0,1905.563586,0,0,0,520.294237,0,18.53873
"XM_021050906.1",0,0,0,0,0,0,0,57.467649,290.179983,0,0,0,0,0,0,0,0,0,0,926.001889,6820.614176,0
"XM_021046856.1",16.452617,11.376511,4,57.438378,39.10732,14.717225,174.669246,33.827811,89.695264,59,4,0,0,0,45,31,0,22,75.314349,198.880371,270.372593,192.092949
"XM_021039487.1",171.054208,0,0,0,261.164288,24.47247,324.842202,24.284635,228.706764,0,0,0,0,0,0,364.20564,0,92.832954,120.599215,511.351384,485.206114,0
"XM_021053216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052086.1",0,0,0,0,0,291.414948,0,25.340755,0,0,0,0,0,0,0,0,0,35.118063,0,0,502.513867,0
"XM_021040001.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050492.1",115,1835,444,0,2157,1375,359,368,0,1956,0,0,0,0,0,0,0,299,0,3072,0,0
"XM_021040870.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058665.1",3,1,484,984,0,0,2206,438,1135,800,6,0,44,94,0,139,147,700,169,870,660,2836
"XM_021061506.1",0,0,0,135.593598,0,0,0,0,25.581624,0,0,0,0,0,0,0,0,0,0,151.12313,25.198154,272.09802
"XM_021053002.1",504,31,3,0,0,1121,1970.143011,645,118,916,46,6,22,5594,1,0,496,1295,603,938,6107,5217
"XM_021038651.1",12,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0
"XM_021053455.1",191.094159,67,217,1910.997801,343,1056.210783,73,450,1130,0,0,0,0,0,0,5165,0,1791,8,402,4580,10129
"XM_021046875.1",0,0,41,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,192,244,0,0
"XM_021047057.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
"XM_021048736.1",40,118,17,0,0,0,0,3,18,0,0,0,0,0,0,0,0,14,0,0,76,200
"XM_021039236.1",2,0,0,0,0,2,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0
"XM_021051952.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"XM_021039872.1",107.78516,211.055467,224.507101,0,0,4.109456,134.087277,185.935589,2015.002074,305.082171,0,0,0,2.269459,0,3.7657,0,0,128.803035,174.299284,236.850217,327.683802
"XM_021041976.1",18861,10943,5637,12039,12382,14597,28324,17964,16047,15833,2049,7,10913,3372,33858,40663,4636,16279,24461,26021,46785,38344
"XM_021043741.1",20931,42443.84055,10231,16309,20640,62662,46314,31952,26422,37607,1947,7306,15457,63321,24861,61638.232531,8494,20860,33125,57413,55996,66739
"XM_021048745.1",0,0,120.583809,0,0,1305.255004,0,56.974416,0,557.445928,0,0,0,0,2,0,0,0,345.247042,854.299225,0,1219.97981
"XM_021042892.1",171,152,447.670963,569.771383,1846,2989.643238,2893.489674,273.092634,758.193692,26,0,0,21,221.584899,672.938035,0,0,138.356586,255.071812,1398.10044,0,5976.953208
"XM_021054879.1",1506.233099,0,16,208,23,874.751229,713.088217,78,27,974,3,0,3,0,0,0,1,100,630.175578,6.070487,1.890187,5442
"XM_021054625.1",4.074725,0,4.046934,0,0,0,0,16.188879,20.279309,239.335763,1.450557,0,0,338,0,0,0,0,0,754.695298,0,1214.019407
"XM_021040167.1",0,1994,736,0,0,0,0,599,843,12,0,0,947,0,0,0,0,0,0,0,0,6768
"XM_021037184.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051340.1",803,0,0,0,0,0,0,54,285,243,0,0,0,0,0,0,0,0,81,60,0,0
"XM_021059684.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059833.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021057207.1",0,8.276159,0,8.05617,0,0,175.296015,1,0,0,0,0,16,0,0,0,1.017317,1.085223,0,2.265492,0,0
"XM_021044375.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894
"XM_021059927.1",447,0,0,0,0,0,0,0,0,1953,3,0,0,0,0,0,0,143,0,0,335,0
"XM_021060771.1",53,0,0,0,933,180,0,63,416,0,9,0,0,0,8,1488,0,0,0,0,1326,0
"XM_021059612.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048595.1",84,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0
"XM_021060930.1",9885.4179,4030.991127,1629.439071,3104.987636,5151.980766,7271.188679,10469.905976,2185.18626,2662.044244,3003.617723,0,1371,3953.759369,2286.971838,4946.476833,7810.691207,1722.973142,5107.007923,6313.403098,13836.575848,15067.283553,17213.652367
"XM_021037850.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052517.1",2,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058570.1",8.002748,3.001306,0,79.091448,0,4,0,32,0,0,0,0,0,0,0,599.382517,0,0,0,1726.83002,0,0
"XR_002335466.1",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039374.1",0.00002,0,53.716205,265.00717,0,0,0.00001,406.483819,0.000003,0,0,0.001458,0,0,0.000005,0.000001,0,62.507235,344.192677,2094.728827,279.179744,0.000292
"XM_021051958.1",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,113,0,0,0
"XM_021044590.1",0,0,558,0,2737,0,16,938,2336,813,76,0,0,1894,0,0,0,0,1580,1370,0,6450
"XM_021038414.1",854,296,480,633,161,0,284,444,628,3373,0,0,0,0,243,1557,351,749,1236,1176,4502,9205
"XM_021047401.1",101.141107,12.333424,80.700292,23.669084,0,0,249.339654,64.372887,54.782753,126.214486,0,0,3.032965,0,0,1.000451,0,304.130023,67.058462,561.804616,956.046018,3.17545
"XM_021049829.1",4179.214631,827.077442,1092.888024,1938.004511,219.574014,262.124113,2469.775433,748.485541,509.789944,948.133346,0,20.907399,0,191.929348,1580.314943,837.497172,744.416166,577.651709,1934.095499,1381.598483,6363.817646,16471.895885
"XM_021039672.1",1,0,0,0,0,123,0,1,139,0,81,0,0,4,0,0,752,9,0,217,1,65
"XM_021037302.1",777,0,238,0,0,1938,2132,784,0,1716,0,0,1,0,6035,0,0,3374,1202,1630,0,756
"XM_021061577.1",3,21.199205,6.564207,0,0,0,1,260.98131,53.124679,77.916456,0,0,0,91,1.059493,0,0,700,124.958471,230.956271,713,157.270612
"XM_021042160.1",2540,0,0,0,0,0,3640,1071,2845,0,0,0,0,0,0,0,0,0,2063,0,9753,0
"XM_021049815.1",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"XM_021042477.1",9,0,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056329.1",0,24,99,577,0,0,2452,169,829,121,0,0,0,20,0,0,0,0,30,96,354,5936
"XM_021053263.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042010.1",36,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0
"XM_021044762.1",1,0,0,0,0,1647,3,3,0,0,0,0,0,0,0,0,0,498,0,749,0,0
"XM_021037385.1",0,0,0,10.760274,0,16.280545,0,0,0,0,0,0,0,0,0,0,0,0,0,4.390427,0,0
"XM_021048438.1",2951,7632,1493,3583,3366,12200,8279,4592,5545,9437,0,319,2424,18872,4930,13311,1108,3289,8217,12794,8119,14120
"XR_002335120.1",0,5.514038,0,83.622983,0,38.007299,0,0,0,0,0,0,12.834478,0,0,0,0,0,0,0,0,0
"XM_021051098.1",9,0,184,1630,160,2607,1188,1368,2435,956,0,0,0,0,0,4046,0,402,1884,2336,5035,5288
"XM_021052228.1",2.189997,0,0,0,60.677712,1.776022,0,4.651873,0,0,14.31029,0,0,8.49668,0,0,0,0,0,15.248976,0,0
"XM_021041865.1",180,0,662,0,0,1009,0,63,182,0,5,0,0,0,0,3980,0,1584,0,611,0,0
"XR_002335301.1",0,0,0,0,0,0,119,313.223358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334978.1",0,0,0,1679.829645,0,0,1247.213887,188.350112,0,0,0,5091,0,0,1,0,0,44.540327,2518,762.728122,0,0
"XM_021047195.1",0,0,0,1,1011,0,753,95,0,0,0,0,0,0,0,0,0,1096,0,87,0,0
"XM_021038897.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058106.1",109.27233,257.394477,533.592424,2847.844663,0,4,0,1240.314574,0,0,0,0,0,0,3657.273839,0,1189.142943,4102.628435,0,2635.520379,1393.286486,0
"XM_021041013.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021055556.1",0,0,0,0,0,0,8.821635,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"XM_021044032.1",0,688,41,0,0,0,0,67,172,726,0,0,0,0,0,0,0,3,0,151,401,379
"XM_021051423.1",8,275.888761,0,11,0,387,49,0,0,0,0,1290,1,0,1,3,0,3,0,0,1,0
"XM_021051950.1",287,0,0,0,3,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"XM_021048540.1",4044,6337,2764,6510,9665,5587,10800,7839,18691,7059,285,0,10929,4222,14709,54710,776,12082,11450,10853,66011,29422
"XM_021037325.1",0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,2246,0,0,0,0,0,0
"XM_021043420.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042509.1",564,0,594,1008,0,13,918,383,196,1801,0,0,0,502,16,4319,5,331,189,55,1461,2921
"XM_021043998.1",53.610237,1,0,11,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,28.023534,0,0
"XR_002335084.1",0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037131.1",0,0,12.271517,0,0,0,0,58.547655,0,0,0,0,0,0,0,0,0,0,31.094727,81.572839,0,0
"XM_021049006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044719.1",19.888031,1416,0,656,0,398.519842,42.154928,33.255315,0,0,780.48105,0,0,0,0,0,0,61.40337,1,173.244498,59.400089,0
"XM_021043658.1",0,0,0,0,0,0,0,0,0,0,0,1.496694,0,0,0,0,0,0,0,0,0,0
"XM_021055631.1",0,157,0,66,0,0,0,408,1,0,0,0,0,6726,0,78,0,0,1024,2470,0,0
"XM_021057297.1",0,0,0,0,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"XM_021038121.1",0,0,59.621702,0,0,304.824736,0,44.166285,0,253.084221,0,0,0,0,0,0,0,0,374.376053,0,475.014165,410.155891
"XM_021056463.1",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051020.1",0,0,0,0,0,33,1,156,220,0,4,0,0,0,2,0,0,0,344,371,1377,0
"XM_021039478.1",679.745636,0,0,0,0,0,0,23.297969,0,0,0,0,0,0,847.378839,0,0,0,0,0,0,759.960845
"XM_021048396.1",0,0,117,0,0,0,0,27,0,0,0,0,0,0,0,0,0,431,0,916,0,0
"XM_021051234.1",0,0,0,0,0,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050814.1",37,0,1043,4957,0,91,3854,647,518,0,0,0,0,0,0,0,1209,2738,2853,487,12931,5521
"XM_021042536.1",0,759,478,1320,5815,0,0,219,0,0,0,0,0,0,0,8108,0,0,0,1643,0,5506
"XM_021055165.1",0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"XM_021036149.1",0,0,0,0,0,0,0,0,22.023261,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052822.1",778,136,37,0,1785,1850,391.061822,247,87,105,0,0,0,0,0,0,295,17,135,1691,751,1622
"XM_021055039.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052269.1",0,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,875,0,0
"XM_021037828.1",0,3928.622954,1697.74193,4466,4295.969672,0,1391.070918,2504.012157,4300.916991,4121,133,2594.712292,0,0,12615.017059,4.244213,0,0,6,2993.552431,8602,2216.056427
"XM_021047064.1",0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060784.1",98,0,27,0,0,0,125,0,0,115,0,0,0,0,0,0,0,78,0,0,0,0
"XM_021054766.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050950.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060617.1",113,0,0,0,0,0,65,2.092414,25.03998,0,0,0,0,0,0,0,0,0,0,8,0,0
"XM_021058285.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021061175.1",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050318.1",0,2.741486,14.999998,1,0,0,0,688.9055,31.568074,0,0,0,0,169,0,4,0,0.000016,538.071555,1169.771614,0,6449.734701
"XM_021057894.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046128.1",39,0,9,0,0,4,71,159,534,0,83,0,0,3316,0,0,0,0,200,834,1000,0
"XM_021057363.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021045907.1",2,0,0,0,0,0,0,182,493,0,0,0,0,0,0,0,44,13,41,1241.76151,5,0
"XM_021043920.1",0,0,0,0,0,398.067763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059822.1",30.281844,244,164,0,302.959516,0,415.486905,241.984617,0,131.911468,0,888.977272,0,0,652,0,0,127,418.435911,1029.957085,1024,371.978755
"XM_021042776.1",39,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039333.1",2184,2948,2446,365,18702,0,2,3906,9846,1679,1,0,0,1,1,18104,5818,2,8905,10385,0,28031
"XM_021060717.1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039233.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"XM_021048982.1",0,181,314.954543,0,0,0,4.193844,0,22,0,0,0,0,0,0,0,0,0,0,0,1216,3166
"XM_021051327.1",0,1,480,4521,2148,0,1092,1112,982,2514,0,0,0,62,0,0,0,548,2,1145,0,1940
"XM_021055219.1",151.350652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021055003.1",0,0,25,195.212558,0,0,1146.477124,34.120121,125.914869,115.734448,0,0,0,4.020079,0,0,0,0,0,141.748719,0,0
"XM_021057101.1",0,0,96.179072,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,200,0,0
"XM_021044895.1",0,578.497191,647.152677,1230,0,0,171,1005.983698,3913,0,0,0,0,0,0,0,470.10096,684.154145,2953.735983,9.275367,0,0
"XM_021053445.1",0,0,0,0,0,0,0,310,0,2857,0,0,0,0,0,0,0,0,0,1397,0,0
"XM_021043757.1",2315.996824,0,129,0,595.260309,2329,1252,625.421463,381.782999,0,0,0,165.937772,35.521028,4,0,0,7,1592.645165,775.921316,0,1751
"XR_002334882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381
"XM_021050907.1",1,0,0,0,0,0,0,22.991783,36.837391,0,0,0,0,0,0,1,0,0,0,468.496698,546.43942,0
"XM_021040078.1",0,0.117403,0.194061,0,0,0.576273,0,50.741645,0.01424,112.836442,0.026275,0,0,0,0,0.051241,0,56.207188,116.100039,22.749448,173.578177,36.195213
"XM_021048940.1",8,1720,550,212,437,1189,7781,1423,1035,70534.82791,1361,0,1405,22,3118,814,2261,8506,1719,6644,24655,3592
"XM_021060415.1",305,0,459,0,0,0,0,171,33,0,0,0,0,0,0,0,0,999,0,18.013665,0,24
"XM_021055279.1",36,1231.701103,371,562.209722,231.871525,20,2918.66387,613.177168,583.459659,0,67,1,10,7208,1052,32,732,273,430.876975,1809.920713,0,461
"XM_021037525.1",469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060389.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049218.1",369.951578,1,1.059022,0,0,5829.770168,2223.822542,34.577753,537.245445,575.080976,42,0,1,0,0,0,0,140.645406,0,2085.475281,2064.968741,0
"XM_021043656.1",0,0,0,0,0,0,0,17.115235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059512.1",973,5,0,6987,2488,495,144,440,723,294,0,0,541,0,0,25,0,476,1237,833,5124,3582
"XM_021062109.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002335381.1",0,0,0,0,0,6,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049769.1",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,157,0,0
"XM_021043486.1",0,0,0,0,0,0,125,60,0,0,0,0,0,0,0,0,0,1073,0,0,0,0
"XM_021043564.1",0,0,0,1,327.681843,0,0,29.284076,0,269.932718,0,0,0,0,0,6213.740474,0,0,0,388.399674,0,193.70409
"XM_021036984.1",90,0,0,1237.398776,0,0,287,220,14,2054.496644,0,0,17,0,0,0,0,10,377,17,1478.393248,37
"XR_002335479.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059866.1",0,3,0.000684,0.00005,0.000094,164.671673,0.000009,113.526168,469.918625,57.937119,0,0,0,0.001762,0,1233.576,0,34.784676,0.000172,0,0,7.888959
"XM_021039583.1",46,37,0,0,0,0,0,129,45,0,0,0,0,0,0,0,0,332,427,210,0,0
"XM_021043418.1",3,0,0,0,0,2,0,9,0,0,10,0,0,0,0,0,0,0,2,64,0,6
"XM_021037669.1",0,0,0,0,7153.510498,0,0,423,849,1019,0,0,0,0,0,0,0,888,0,1538,11,0
"XM_021040442.1",1,16,0,0,0,0,0,972.23758,0,0,0,0,0,0,0,43,0,1667,0,2225,4060,59
"XM_021049251.1",27.022292,80.247885,0,0,69.956801,7.362014,543.986016,0,35.568193,0,0,0,0,0,0,0,103,0,0,5.548268,0,0
"XR_002335175.1",0,0,0,0,0,0,0,0,0,0,211.553739,0,0,1.795499,2.602149,0,137.457104,0,0,0,0,0
"XR_002335090.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050848.1",4,0,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0
"XM_021045544.1",5.010999,0,9.891872,0,0,0,0,5.977041,0,0,0,0,0,16.975402,0,0,0,0,0,0,211.684268,0
"XM_021052934.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036212.1",0,0,0,0,0,2057,1,0,0,0,0,0,0,0,0,0,0,0,1134,2,0,0
"XM_021036562.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046120.1",0,0,0,0,0,939.611664,0,47.188486,0,0,0,0,0,0,0,0,0,4.251897,0,0,0,0
"XM_021036387.1",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
"XM_021053530.1",0,0,39,0,0,0,9,65,427,0,0,0,0,0,0,0,0,0,996,816,998,0
"XM_021046918.1",832.591578,0,63.919083,0,0,1876.365777,622.237303,401.193967,240.365302,1750.65298,0,0,0,10602.972362,0,0,0,0,209.956205,2229.13836,621.647864,988.980884
"XM_021052556.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040516.1",713.139254,377,173.453677,0,320.703592,835.116764,1012.306018,163.670841,264,12,0,0,0,0,138,0,483,415.473929,233.871774,345.408909,0,3063.420065
"XM_021050487.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044889.1",1,5,295,3105,0,0,2276,837,596,0,140,0,1,0,0,0,0,991,1135,2311,1460,7214
"XM_021044574.1",1963,6163,1668,2362,7803,1751,7669,3305,5208,2781,51,17,3202,7082,4908,240,0,2170,4000,5835,12401,14893
"XM_021045642.1",3122,0,0,0,0,0,4338,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056639.1",0,0,0,0,0,6,2264,0,0,181,2,0,0,0,0,0,65,0,0,0,0,0
"XM_021051335.1",0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,65,0,0
"XM_021059101.1",1182,8,488,1672,159,0,848,1003,737,936,2,0,8,0,0,10950,1411,113,127,1166,3065,4083
"XM_021049359.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040406.1",0,0,0,0,0,0,178,11,107,0,0,0,0,0,0,0,0,187,0,0,650,0
"XM_021056132.1",177.999556,369.99943,0.001216,0,4.999981,14.999963,467.999564,0.008993,77.999926,151,20.999853,0,0,0,2992.990085,2973.999827,0,0,0,209.901613,0,0
"XM_021047554.1",0,9.03778,0,0,60.179506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.161315
"XM_021055558.1",18.996019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058366.1",12,160,111,2671,547,1635,850,1115,2542,2782,54,0,0,5846,0,0,0,317,1024,674,0,542
"XM_021055432.1",116.368416,0,0,0,3.563887,0,0,5.904156,0,0,0,0,0,0,0,0,0,0,0,8.48738,355.905753,0
"XM_021052974.1",936,0,0,0,0,0,0,33,297,2799,0,0,0,0,0,2035,0,0,0,68,578,1
"XR_002335282.1",12.754216,0,0,41.751896,0,250.278036,0,5.307445,22.939524,33.445613,0,0,0,0,0,41,0,98.521073,0,12.797492,480.968351,116.09901
"XM_021059502.1",0,0,5,0,0,0,398,0,0,535,0,0,0,0,0,0,0,0,0,133,0,10
"XM_021044152.1",40.22273,0,0,0,0,5,91.423569,3.018335,3.011742,0,0,0,0,0,0,0,0,5.022904,0,11.118412,0,22.097681
"XM_021057838.1",412.033897,0,2.513591,0,24,21.11125,35.602493,2.009499,0,876,0,0,0,0,0,1,0,2,4,4.066373,0,113.121787
"XM_021059114.1",2343,0,489.04529,9883.729896,0,0,10739.384574,1508.08896,1,0,0,0,4178.461727,5,0,11,0,2951.449037,1210.257546,1843.283503,6645.18672,0
"XM_021039785.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021045236.1",55,0,0,0,0,8,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"XM_021052091.1",36,0,190,1079,0,0,0,991,1131,3,0,0,0,0,0,0,0,0,98,1567,2424,0
"XM_021042068.1",71.159447,0,454.81792,368.055342,0,916.746962,441.945975,219.601914,410,924.750007,0,0,0,0,0,0,293,169.011802,790.655837,744.457734,996.307212,5728.437023
"XM_021055478.1",0.5,0,472.461952,2628.895183,0,1086.941867,53.998281,753.936488,789.959516,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036269.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334926.1",3,0,62,0,1,0,0,76,166,0,0,0,0,0,0,0,0,392,0,0,835,0
"XM_021043421.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044309.1",0,0,0,0,0,1234,0,39,0,0,22,0,0,0,0,0,0,0,0,0,0,3255
"XR_002334607.1",5805,1718,2583,2396,3176,8688,6086,2074,4486,1658,1,0,0,0,2079,14645,1311,1666,5743,5593,9145,2204
"XM_021052961.1",1553.821315,0,0,0,0,3,0,324,0,749.890161,0,0,0,0,0,5593.743083,0,0,0,1941,0,1698
"XM_021054736.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021061732.1",28,0,0,0,0,0,0,726,0,1614,0,0,0,0,0,0,0,1347,26,0,4322,0
"XM_021039773.1",0,578.784235,0,0,0,252.430092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050733.1",4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"XM_021054657.1",0,0,0,1005.247813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059757.1",0,0,439.723408,1813,0,1656.569344,1.000296,448.850991,717.128477,745.493933,0,0,0,0,0,497,0,15,1149,537.719497,1694.107089,0
"XM_021057002.1",154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060038.1",2417,5255.506825,1043,2386,2571,6403.503047,8485.605712,2564.404651,3595.256862,6148.217869,243,433,1509,15976.280375,2053,13821.03809,444,2410.818286,3600.732576,8652.821611,4198.537169,7234.457717
"XR_002334800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039365.1",0,4,63,125.580536,0,202,602.437583,71,58,42,0,0,0,0,0,0,7,3,0,33,0,9.042018
"XR_002334270.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041863.1",21.131499,108.964431,1.012712,0,65,4.273685,10.369887,21,0,0,0,1,5,152.921545,1014,1.298568,0,0,0,19.111825,54,97.43465
"XM_021061315.1",1182,0,0,3173,0,2499,0,365,0,0,71,0,0,0,0,0,0,748,824,0,0,2525
"XM_021045013.1",0,0,0,0,0,153.958897,0,1.998802,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,19
"XM_021037715.1",0,0,235,0,0,1456,297,180,0,186,201,0,0,0,4,0,0,1214,6,0,7,0
"XM_021045860.1",0,0,0,0,0,0,0,0,0,6.008263,0,0,0,0,0,0,0,0,0,262.367858,0,0
"XM_021045132.1",14,1181,6,0,5,707,426,118,4,0,228,0,0,0,0,3,750,7,174,462,969,961
"XM_021052365.1",0,0,0,738,615,0,0,64,0,0,0,0,0,0,0,0,0,0,1,0,2234,0
"XM_021042499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025411,0,0,0.016553,0,0
"XM_021055724.1",0,0,172,0,0,559,60,394,945,1079,0,0,0,0,6965,294,0,0,0,1459,0,2240
