"Col0","apoapo_rep1","apoapo_rep2","apoapo_rep3","apoapo_rep4","apoapo_rep5","aposym_rep1","aposym_rep2","aposym_rep3","aposym_rep4","aposym_rep5","symsym_rep1","symsym_rep2","symsym_rep3","symsym_rep4","symsym_rep5","symsym_rep6","apona_rep1","apona_rep2","apona_rep3","nana_rep1","nana_rep2","nana_rep3"
"XM_021045760.1",0,1549,0,0,0,0,1092,110,18,59,0,0,0,0,0,0,1152,0,0,1137,0,0
"XM_021054920.1",0,0,0,0,0,0,0,0,0,0,372.617277,0,0,0,0,0,0,0,0,0,0,0
"XM_021055024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334424.1",646,1314,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,35,0,0
"XM_021037454.1",326,0,529,5074,401,0,1501,294,1440,537,0,0,0,0,0,1027,0,0,0,643,2757,4345
"XM_021042130.1",5.113504,0,0,28.288015,0,0,0,0,0,0,0,0,0,299.472512,0,1.068811,0,1.03382,0,0,0,0
"XM_021042114.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050053.1",0,0,0,42.829728,52.436535,0,0,5.200604,0,1.867814,0,0,0,0,0,0,0,0,110.900192,56.973624,144.367142,410.564621
"XM_021041478.1",7,0,1,0,0,0,6,272,0,3,263,0,0,0,0,0,0,0,249,232,1750,0
"XM_021050220.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040978.1",532.761664,294.653789,185.138312,0,941.526056,0,725.539613,68.423537,250.289049,0,0,0,0.000038,0,0,0,0,0,0,303.257838,3467.160042,2809.892375
"XM_021059730.1",0,0,0,45.329652,0,5.018899,1.012213,0,0,9.297846,0,0,0,0,38.521821,0,1,10.616939,2.187737,0,10.62536,0
"XM_021038264.1",0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039116.1",11.86898,0,162.452954,0,0,4.416732,0.330648,5.175625,0,0,0,0,0,0,0.137268,0,0,0.125421,542.267488,0,12.734898,2753.248803
"XM_021052427.1",0,0,0,0,0,0,697,42,0,0,0,0,0,0,0,0,0,0,0,1109,0,0
"XM_021038985.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036388.1",0,0,405,833,0,17.090272,494,68.938204,38,13,55,0,0,0,0,856,0,52,45,169,1010,2076.999516
"XM_021046492.1",8.999994,0,0,0,0,0,171.999958,0,0,1,41.999909,0,0,0,0,0,0,0,0,0,0,0
"XM_021041847.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"XM_021061504.1",0,563.43161,2,0,792.939855,0,0,29.722248,0,0,3,7,84,0,0,0,0,168.135291,0,0,18.503707,751.302436
"XM_021036712.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060292.1",12,0,0,0,0,0,0,10.150822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037209.1",0,0,0,0,334.995217,0,0,93.6335,0,0,0,0,552.747919,0,0,0,0,0,123.022367,0,0,0
"XM_021057238.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037412.1",0,0,331.867844,0,0,174.280715,0,17.966206,0,53.382539,0,0,0,0,0,0,0,106.847555,573.926914,0,0,989.641842
"XM_021038623.1",33,0,70,0,0,2487,98,270,718,1632,0,0,0,0,0,0,2621,1136,11,2430.671716,20,0
"XM_021049842.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037193.1",28,0,0,6,0,0,3,53.881683,0,0,1,0,0,0,0,0,0,0,0,0,252,0
"XM_021045816.1",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,662.699708,0,0
"XM_021043197.1",0,0,24,1227,0,3682,0,119,1186,429,0,0,0,0,0,0,0,161,0,0,2143,0
"XM_021061322.1",1873.133455,3229,254,818,4671,2023,3342,413,267,1730,0,1,2424,0,3309,0,121,1044,2470,401,2249,1509
"XM_021052116.1",1,1,6.222144,0,42.691287,70,0,26.434549,12,1726,0,0,0,0,0,0,0,44.389439,9.957846,0,6,129.832498
"XR_002334728.1",779,0,1,0,0,5.070514,3,13,0,0,0,0,0,1.748359,0,867.906814,0,0,0,0,0,0
"XR_002334286.1",1,0,14.368262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021045390.1",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,293,55,0
"XM_021052871.1",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050315.1",0,10,0,0,0,3648.699095,67,394.512545,0,1002,0,0,0,133,0,0,5,2560.636194,1485.672203,8173.700995,5104.864605,0
"XM_021055790.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047570.1",1989,0,0,3910.151894,4,103,0,872.780279,0,5,0,1,9,3,184,0,0,2823,693.912485,2402.25979,23120.67718,5625.644895
"XM_021057052.1",0,21.520833,0,0,0,0,102.077674,0,1,172.14007,0,0,0,0,0,0,0,0,211.53236,0,20,0
"XM_021047160.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037513.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056906.1",0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049054.1",0,91.415866,186.543217,0,0,170,0,171.742686,0,0,0,9,0,0,0,0,53.254225,1350.361882,0,0,4190.272807,0
"XM_021048564.1",254,1932,84,0,2,4,0,302,1092,0,0,0,0,0,0,0,0,23,425,1254,5411,0
"XM_021044401.1",3925.433634,1038,2141.914843,221,3267,1123.880357,5973.571447,5777.641321,3431.997867,10047.990587,2,232,2059,39.054293,2275.887275,3743.005217,3063.771109,3426.994124,3709.263581,8242.995289,24377.399686,25610.301014
"XM_021045063.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0
"XM_021041150.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021043149.1",0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021038310.1",67,2380,0,0,0,0,0,68.435047,0,0,0,0,0,0,0,0,0,0,114.797428,0,0,0
"XM_021044861.1",2,0,0,0,0,5,0,0,17,0,0,0,0,0,9,0,12,0,0,0,0,0
"XM_021045807.1",1,0,262,1802,1822,1103,2133,562,1745,332,0,0,0,1,0,0,0,0,1981,0,2678,2727
"XM_021050659.1",0,0,2.200542,0,0,0,128.259189,13.126606,0,8.789914,0,0,0,0,0,0,116,0,45.76313,9.511293,1.062604,0
"XM_021041871.1",391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021061524.1",106,41,42,12,0,0,257,2,18,0,0,0,88,0,230,0,0,35,0,0,0,41
"XM_021060099.1",2,0,0,0,0,0,0,4,161,0,0,0,0,0,0,0,171,129,0,0,0,0
"XM_021057019.1",21,328,13,68,34,0,187,8,23,56,0,0,0,0,0,0,0,4,0,80,1410,793
"XM_021050454.1",9,0,0,0,0,0,0,46,0,0,1,0,0,2,0,0,0,0,0,1056,0,0
"XM_021044468.1",0,1.024366,0,0,0,150,0,0,0,0,0,0,0,522.945707,0,0,0,0,0,0,0,0
"XM_021059603.1",0,0,0,0,208,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
"XM_021049937.1",2187,0,572,0,0,0,1755,1097,2535,3257,0,0,0,0,2,0,0,555,0,3938,8554,0
"XM_021054963.1",0,0,0,0,0,0,0,70,0,736,0,0,0,0,0,0,0,0,1780,974,0,0
"XM_021057046.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021054874.1",218.317369,75.102735,5.267904,29.110076,0,156.326843,37.920988,24.474067,59.66823,3.222162,0,0,0,0,70.41628,0,0,13.26368,8.262952,351.393798,0,137.503936
"XM_021040940.1",0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056945.1",0,2837,1707,3214,0,0,1548,2627,731,2857,16,0,1528,0,5267,5049,1530,1801,2481,1794,15055,11341
"XR_002335408.1",4,0,14,432,200,0,4,152,5,0,0,0,0,0,422,0,0,134,81,122,0,0
"XM_021057768.1",13.565191,0,0,0,0,9.295076,301,4.227231,0,0,0,1,0,406.359157,0,0,0,4,0,50.765628,0,168.479102
"XM_021036939.1",772,0,759,0,9,1067,950,605,1461,1,1,0,0,0,4,8759,1379,2225,0,1082,0,6998
"XM_021056801.1",0,0,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0
"XM_021059773.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036334.1",98,0,29,0,64,76,38,76,81,0,0,0,0,0,0,586,0,195,112,216,0,0
"XM_021038770.1",0,0,0,0,0,0,26.50139,0,3.845494,0,0,0,0,0,0,0,0,0,0,5.462586,0,0
"XM_021053018.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041334.1",2576,2308,264,20,2,921,7813,578,779,2879,0,1,0,6,0,3004,192,1922,364,1355,9625,8595
"XR_002335149.1",0,1.402115,0,0,0,1,3,0,1,0,0,0,1.063123,0,6.112245,0,1.05516,0,0,1.481484,2.0224,263.385253
"XM_021058083.1",126.32499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.810816,0,0
"XM_021046010.1",21.867957,366.917198,0,0,0,0,526.145282,108.051997,346.020538,0,0,0,0,0,0,0,0,0,615.554085,256.928533,0,3086.387926
"XM_021048051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021043107.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"XM_021048878.1",0,0,977,2353,0,0,1425,595,3689,1938,0,0,0,0,0,0,1,1019,971,639,7458,3396
"XM_021038239.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021043531.1",400.804847,4.051726,826.585861,7.071813,689.55366,511.667602,181.81841,12.177959,57.650227,811.007829,0,41.776561,14.220084,1891.68153,111.354817,154.379703,512.110685,493.727612,408.512287,422.056818,1516.25578,131.758599
"XM_021038136.1",619.813914,20.430402,424.954112,981.61289,0,0,0,716.378624,1377.410544,2457.422798,0,0,0,0,0,0,0,0,1277.661756,2486.00355,4914.383533,34853.838012
"XM_021059635.1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,138.990831
"XM_021053260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044622.1",36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059464.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
"XM_021037286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.874995,0
"XM_021038118.1",23,0,66,0,0,0,0,71,0,1859,0,0,0,0,0,0,0,0,396,1126,3058,0
"XM_021039515.1",0,0,0,0,0,21.025731,0,0,0,0,0,0,0,0,0,0,0,0,0,46.183071,0,0
"XM_021042365.1",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.018633
"XM_021047823.1",6,0,0,0,0,1783,0,236,0,133,0,0,0,0,0,0,0,906,0,0,0,0
"XM_021040775.1",103.210605,0,0,0,0,80.157087,68,0,0,0,0,0,0,0,0,56.356733,0,0,0,49.60482,0,0
"XM_021061856.1",0,0,0,0,0,0,765.47403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021061872.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042153.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060435.1",0,19.568544,0,0,0,3409.98753,0,51.803351,0,6.38438,0,0,0,0,0,0,0,0,0,329.504493,0,0
"XM_021044634.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.896444,0,0,0,0,0
"XM_021054525.1",0.003682,0,0,0,0,0,0,0,0,0,0.000293,0,0,0,0,0,0,0,0,0,0,0
"XM_021056037.1",0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0
"XM_021054670.1",138,0,0,0,0,0,0,0,0,110,0,0,0,0,1,0,0,23,0,0,0,0
"XM_021041434.1",2304,2095,449,0,0,0,2,1206,1288,1072,11,0,0,0,5351,0,0,0,697,1378,0,4143
"XM_021036179.1",117,10,186,1323,1,37,22,733,1286,1023,0,0,0,0,1,3677,53,907,216,2429,1575,2477
"XM_021041854.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056701.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041810.1",523.195193,577.780862,136.032984,285.77503,461.275564,0,476.470147,372.281364,1049.548592,0,0,0,421.437455,4608.703597,257.464998,0,213.08169,1001.442697,1632.325007,617.725687,1660.985591,2692.199032
"XM_021056811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046104.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0
"XM_021053451.1",481.660148,35,224,10,35,39.269299,67,276.819909,625.6178,45.123188,0,10.767353,0,651.281993,5.698024,58.488422,497,12.819811,825,853.716422,773.88853,3685.071244
"XM_021047194.1",93.227228,0,0,0,0,23.18568,9.391064,0,35.035009,0,3.569313,0,0,0,1.131909,715.331876,0,0,0,18.035165,0,284.187285
"XM_021057603.1",1,2.004228,22.470916,0,0,0,0,0,2,1.003533,0,0,0,0,0,4,0,0,0,753.507534,0,0
"XR_002335285.1",0,338,307,493,497,32,524,411,290,819,0,0,416,0,0,1212,254,49,982,1038,299,764
"XM_021059818.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050846.1",0.003758,0.058979,0,0,0,0.107176,0.025866,0.0287,0,0,0.009607,0,0,0.202823,0.001394,0.000654,0,176.36737,0.049847,64.025904,786,1.584502
"XR_002334876.1",0,0,6,2,0,6,0,6,0,28,0,0,0,0,0,0,0,0,0,20,8,12
"XM_021054064.1",178,0,0,20,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"XM_021053192.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021045205.1",0,0,0,0,0,0,0,187.532437,144.368999,0,0,0,0,0,0,2746.403899,0,0,712.285755,132.053656,1646.870669,0
"XM_021047468.1",2371.916654,0,908,31.102393,208,1035.45455,31,426.191239,1892.982548,0,0,0,0,0,7.049573,0,7.139686,455.907832,43.724071,375.671545,707.976385,1.027079
"XM_021042294.1",100,0,0,30,63,0,0,39,0,7,0,0,4,0,0,0,0,0,0,0,0,49
"XM_021043710.1",0,423,601,2,0,0,987,1728,2332,1,2,0,0,0,7521,5385,0,5699,3431,8090,8545,7147
"XM_021042396.1",0,0,0,0,0,535.531123,0,157.006104,0,613.031411,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056895.1",1458.347001,300.772424,551.201033,470.792779,783.864186,0,1888.941662,619.992583,111.663367,284.859886,0,0,405.378247,1148.946417,0,20.020861,212.852463,703.10365,487.834815,711.816977,2586.475822,1266.106887
"XM_021049163.1",0,0,0,0,0,0,251.93719,27,0,0,0,0,0,0,11,0,0,469.627142,0,403.408605,0,160.600309
"XM_021051833.1",229,0,126,180,87,1986,313,105,79,382,0,0,0,0,751,0,145,504,321,268,290,1934
"XM_021037869.1",8956.331733,7521.864556,4638.382199,4210.373997,4298.394632,84.519594,6628.147473,5003.254327,6113.123521,6478.003828,52.795015,1034.742955,3902.098015,7214.943082,4949.928217,18739.233111,4080.724515,6273.907503,10323.428308,6923.76853,14968.513291,44269.185675
"XM_021046853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041194.1",0,0,6,0,0,0,0,15,0,0,13,0,0,0,0,0,0,378,0,143,0,26
"XM_021040763.1",0,0,0,0,241.826139,284.315014,0,128.558423,0,91.800053,0,0,0,0,0,0,0,0,0,923.297671,112.166958,0
"XM_021046618.1",109,0,3,66,17,97.431672,19,19,9,33,1,0,0,136,155.797438,8,10,0,55,64.547604,189,275
"XM_021039898.1",150,136,18,0,0,0,0,201,108,0,0,0,0,0,470,0,689,0,34,0,141,639
"XM_021042557.1",0,0,117,0,11,10,343,328,588,0,0,0,10,722,0,0,0,1958,0,134,0,0
"XM_021061384.1",78.239878,0,0,0,0,0,157.981205,0,71.73304,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002335255.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052761.1",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,246,0,0
"XM_021051308.1",0,0,0,0,0,0,65,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
"XM_021042345.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048712.1",0,10,143.7463,968.285677,0,34,109.574993,88.29946,0,0,0,0,6.96147,1259.378198,1,0,77.983499,3.293939,2.569856,158.836144,49.958387,0
"XM_021052624.1",0,0,0,0,0,1.059457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060786.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048510.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021055833.1",42.161119,0,98.017077,13.792326,0,0,278.746516,109.184383,321.487097,36.893358,0,0,0,0,0,0,34.578609,2.018263,131.836636,67.537849,1615.546347,0
"XM_021041207.1",0,0,70,0,0,0,514,186,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"XM_021048332.1",1139.305062,1656.991691,1090.980009,1387.778059,1511.274388,2683.730022,2458.011533,1614.313992,1766.914635,1835.629166,0,35,1421.17411,15,355.415072,2236.3861,0,2767.030576,1284.457986,2035.424002,6507.273933,6031.277089
"XM_021057189.1",48,171.173388,495.453366,0,0,0,0,209.318722,135.231657,0,0,0,0,0,0,0,125.165602,528.474713,1016.183047,317.93253,328.462831,2192.332717
"XM_021053823.1",12,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"XM_021060656.1",0,0,0,0,0,0,0,3,7.621261,0,0,0,0,0,0,0,0,0,0,9.971544,0,0
"XM_021036732.1",6,0,0,0,0,6,0,0,0,0,0,751.415343,0,0,0,0,0,0,8.775856,0,0,0
"XM_021056862.1",37,443,0,0,0,1,23,4,0,1,0,0,0,0,0,0,10,0,0,4,0,21
"XM_021058903.1",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"XM_021044747.1",0,0,1,10,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050970.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047697.1",1.027637,0,0,0,0,0,204.9978,71.389353,35,0,8,0,0,0,0,0,0,0,0,691.740926,0,0
"XM_021038519.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"XM_021043834.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053277.1",0,0,0,0,0,14,0,0,0,0,1,0,0,1042,0,0,0,0,0,1,0,0
"XM_021038906.1",5775,0,2708,2767,15658,4930,9785,4411,5629,5347,847,0,0,0,9309,6824,6233,9766,6587,8314,27436,44078
"XM_021042759.1",0,2.01406,505.371971,0,765.788183,0,3.057928,1587.297441,491.546207,2.437828,0,0,0,0,0,0,2.777279,545.322176,1.008233,296.08169,2641.617462,4.470779
"XM_021044141.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058109.1",282,156,0,579,13,0,2566,375,1576,6575,0,0,9,0,0,0,0,0,301.345398,0,174,3479
"XM_021048631.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053898.1",0,0,0,5.491457,0,286.857042,0,372,3.168923,0,0,0,0,0,0,0,0,175.8763,0,1196.169193,0,0
"XM_021058234.1",112.644391,0,7,144,0,448.257878,64.648415,11,13.815402,45,0,0,0,0,0,0,0,0,26,118.891801,538.179095,381.684566
"XR_002334467.1",0,0,0,0,0,9.301281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056845.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060618.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060812.1",0,0,0,274,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021057333.1",660.006234,89.147975,137.70409,689.672198,501.280452,65.529784,280.38228,13.596542,22,0,0,0,0,18.40908,911.735632,1138.824164,36.553607,204.589964,203.669605,284.458629,1862.101334,56.517716
"XM_021053296.1",0,0,5.842637,0,0,0,0,28.662931,17.525609,0,0,0,0,0,0,681.602527,53.842089,39.730343,117.072026,96.989695,0,232.812437
"XM_021056344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.700533,0,396.465887,0,0,0
"XM_021039513.1",0,0,0,388,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"XM_021048718.1",817,27,71,0,3185,0,4055,881,957,0,0,0,1865,0,0,1679,0,0,1642,706,0,0
"XM_021055851.1",20.999993,23.999995,0,521,10.32766,203.999938,3.07484,5.117472,0,1,7.999991,0,0,210.999982,0,0,0,0,18.99999,35.369282,85.999994,0
"XM_021057645.1",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021057955.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021048908.1",1,0,202,0,1376,6,671,214,501,0,10,0,0,0,0,0,0,0,514,2745,4320,0
"XM_021036443.1",0,0,122,0,0,0,531,4,194,0,0,0,0,0,0,0,0,0,0,226,0,1011
"XM_021056792.1",121,0,0,0,0,0,2432,473,0,916,0,0,3,0,0,0,0,0,2200,1262,4958,0
"XM_021058063.1",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060390.1",1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041493.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003961,0,0,0,0
"XR_002334463.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056378.1",2446,0,0,1141,0,0,1020,163,0,2362,0,0,0,0,0,0,0,0,0,1728,0,0
"XM_021040386.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0
"XM_021061139.1",6.332196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046256.1",0,0,0,14,231,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"XM_021057901.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041049.1",463,1,508,0,840,0,1317,57,12,334,0,986,0,5,0,0,0,0,917,971.366594,551,0
"XM_021046547.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334494.1",0,34.548691,0,0,0,1769,222.148357,139.966542,0,0,0,0,0,0,0,0,0,925,0,83.984853,0,131
"XM_021039238.1",160.409699,1252.903285,172.691184,62.813343,0,31.516583,951.837178,101.039116,38.015927,822.997399,59.00036,0,172.83884,0,0,0,0,528.119151,182.234376,108.520047,2223.32394,306.255425
"XM_021036579.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.847565,0,0
"XM_021060470.1",8,1,364,467,701,1282,975,630,262,1492,0,0,0,51,0,2,0,0,423,3202,0,4135
"XM_021045264.1",1076,0,210,0,0,0,1009,223,489,0,0,0,0,0,0,0,0,563,0,8,2823,0
"XM_021044370.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042553.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046172.1",1117,119,0,0,620,0,1246,158,421,0,934,0,1509,0,0,0,0,0,619,0,1264,0
"XM_021050087.1",0,0,0,0,0,0.917719,3444.839167,469.277169,0,1529.067687,1.809444,0,0,0,0,1.908496,234,0,0,133.958645,0,0
"XM_021052554.1",0,0,0,0,0,0,0,0,0,0,0,3598,3061,0,0,0,0,0,0,470,0,0
"XM_021060608.1",0,0,0,0,627.515657,174.999995,0,0,0,360.135411,175,0,0,0,0,0,0,0,22.770343,0,0,0
"XM_021054089.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"XM_021041406.1",2721,0,1,0,0,194,0,438,1524,1686,0,1769,0,0,1,0,3343,2088,875,2661,0,0
"XM_021046485.1",47.06726,0,35.273228,11.912092,0,122.62934,38.322963,89.406743,54.017237,160.99874,0.760771,97.996507,9.020434,0.798302,0,6.294971,3.930988,4.034863,12.36199,154.995238,551.912556,49
"XM_021042449.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021054746.1",120.958063,39.006946,21.708486,0,0,1828.808974,177.227333,174.679897,0,15.36483,130.225838,0,0,0.935181,0,0,0,760.692574,0,103.102247,1,2.253597
"XM_021057484.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052457.1",100,0,0,78.788698,0,3144.059629,428,19.368358,342.898187,380.273674,22,0,0,0,0,0,0,0,0,656.69823,1525.166406,0
"XM_021059817.1",162,470.388702,0,342.496971,425.992824,353.812215,512.958236,88.412744,0,0,0,0,0,0,1,1,219.176997,0,0,295.370268,1772.407618,75.635617
"XM_021039471.1",32,0,0,2513,2935.424726,0,323,685.93501,1501.876197,1477.960082,1,0,0,0,0,0,4,0,0,0,0,5410
"XM_021050302.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047580.1",2584,0,52,1604,4,222.437434,883,975.78276,807,852,0,0,0,0,0,0,0,0,327,488.856877,5603,4420
"XM_021037222.1",55.893818,0,134.718103,0,228,0,39,170.738235,344.290387,0,1,0,0,0,0,0,0,0,337.27735,0,0,0
"XM_021043704.1",768.420923,0,114.179405,0,0,0,0,23,0,1662.33853,16,0,0,0,0,0,0,47,0,0,0,0
"XM_021057221.1",0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
