"row ID","ApoSym_Mean","Sym_Mean","Apo_Mean","Nan_Mean","ApoNa_Mean","Significant_Sym_vs_Apo_suffix","Significant_Sym_vs_ApoSym_suffix","Significant_Nan_vs_Apo_suffix","Significant_Nan_vs_ApoNa_suffix","Significant_Sym_vs_Nan_suffix","Significant_ApoSym_vs_Apo_suffix","Significant_ApoNa_vs_Apo_suffix"
"K00162",1.5526139236780048,-3.804129019915291,1.563937235535931,3.0862547830366602,-0.6722486752293018,0,0,0,0,0,0,0
"K00164",0.7466724350699043,-3.246546456314361,0.7445589046711785,2.6345800128745704,1.3731273335190104,,,0,0,,0,0
"K00166",0.0547345094602012,-6.695542388593411,3.966907033353145,5.443097854872306,1.2452510176256066,-100,-100,0,0,-100,0,0
"K00167",2.0809287649029513,-1.8039946318025875,0.0223022457314338,2.3349169035169295,-2.232312657635731,0,0,0,,,0,0
"K00181",3.148443048511739,-2.0579828771996302,-2.3913162105329633,5.245403901634264,-2.3913162105329633,,0,100,100,0,100,
"K00182",-0.7696073093763177,-0.7696073093763177,-0.7696073093763177,2.305059915356384,1.7995124013173096,,,,,,,
"K00207",1.4883476879683992,-4.0606431099040075,1.0085747151989866,2.595243096660824,1.364505784534882,0,0,0,0,0,0,0
"K00213",1.700836274199653,-2.695737588841115,-1.1565624457124095,2.910548217159494,1.5738039130439965,,,0,0,,0,0
"K00214",2.1428143920415286,-2.146298517696709,1.4868359876806516,0.38947825355316135,-2.1462985176967084,0,-100,0,,,0,0
"K00227",1.8866286983939782,-2.310872216265482,0.5780241606467545,1.9289084535626748,-1.414918786099601,0,0,0,0,,0,0
"K00228",2.7489206868628795,-0.06488788958968916,0.4974129190456382,-2.6403901153340747,-2.6403901153340747,0,0,-100,,,0,-100
"K00231",0.46759139032333996,-2.9562288470558453,0.9243029784100676,-0.009827584356863817,3.6024613305795405,-100,,0,0,,,0
"K00232",1.8948775199219943,-2.9278219326345467,0.24179147841395382,1.1902918507722664,1.1042370172702465,0,0,0,0,0,0,0
"K00234",1.170813911877024,-1.7222203393194406,-0.6686047174788059,2.0463001007526316,0.5611252538892147,0,0,0,0,0,0,0
"K00235",1.3404836673792264,-0.25075241371412216,-1.6531375699530468,4.346982691326001,-3.3243880262747223,0,0,0,0,0,0,0
"K00236",0.9702266574847411,-2.9399762166618686,0.34568917106173863,4.135960528087578,-0.44920114234130837,0,0,0,0,0,0,0
"K00237",2.863164132202768,-5.420568564028121,0.8980026510359629,4.925665017452638,-0.35313919479427835,0,,0,0,0,0,0
"K00249",0.34516162756273727,-2.1469415660155846,0.7518675392711285,2.0303252889769046,0.4351758983311603,0,0,0,0,0,0,0
"K00252",3.8053940079273585,-2.3807454137672712,-2.224538518719302,1.5631275694875917,0.5636041093668573,0,0,0,0,0,0,0
"K00253",-0.7127736787457799,-1.8411744734939515,0.9675901150259758,3.4859014569354563,-0.22824657041454532,,,0,0,,,
"K00254",0.4231311633026914,-1.0582970407020318,-1.0582970407020318,0.11938449104093024,3.0558193860287,,,,0,,,0
"K00261",1.3308459690337877,-3.705002923664761,0.44643110322161733,2.975247669596869,1.4726297239736401,0,0,0,0,0,0,0
"K00264",2.1606525403385772,-1.28939624238939,-0.6025010128276606,0.5279766470075853,-0.546103374746996,0,0,0,0,0,0,0
"K00272",2.598723008671415,-2.6141180735055896,1.5784589098634658,4.276269522537478,-6.010003239751101,,,0,100,,0,-100
"K00274",1.1797115841393928,-2.9916915334380514,0.10243582160855738,2.920143564225467,0.9263271597373848,-50,-60,-20,33.33333333333333,-33.33333333333333,0,-25
"K00275",1.0093793623620668,-0.6608665176643314,-0.08094139701075864,-0.42726724076170264,0.20160366717151734,0,0,0,0,0,0,0
"K00280",0.5934012811825127,-1.8797498222206475,-0.685024626126129,2.6896421221003903,1.2225630972469321,,0,0,0,0,0,0
"K00281",1.3574107755616884,-3.829475855595617,0.2451738290990804,3.4297259230068473,1.5582514470831041,0,0,0,0,0,0,0
"K00286",2.2324887118642955,-1.2627367456626164,-0.8681144698011192,1.5142531668825558,-1.2627367456626164,,0,,,,0,
"K00287",1.9984112875314182,-2.0007565970975616,-2.0007565970975616,3.407575662420143,0.5978463810518839,,-100,0,0,0,0,
"K00288",1.7057011951665184,-2.234277031453119,1.0963301233782248,3.1967209139762294,-3.3982190486445703,0,0,0,0,0,0,0
"K00289",3.0749827300083976,-5.045279750524573,-0.7375801277551162,3.5878662906430128,2.6070222066506625,0,0,0,0,,0,0
"K00290",0.3188052650954516,-0.43915682566545966,0.30025113380536084,1.9418929489114674,-2.0953399624152347,0,0,0,0,0,0,0
"K00294",3.0589915900119955,-5.2180659646337775,0.4886906753524369,4.814391489360005,-0.291063335699842,0,0,0,0,,0,0
"K00297",-1.149169170644178,-1.4649247682152047,0.27990887156726346,5.123328868099735,-0.7447121665411358,0,0,0,0,0,0,0
"K00306",0.8991121195802322,-0.30758112186348213,-3.19182451970852,1.5297648118564064,2.906584765417704,100,0,100,0,0,100,100
"K00311",1.8428063180490157,-3.529127398878742,-1.1457527598026,5.259413362355749,0.6370855049910416,0,0,0,0,0,0,0
"K00312",1.4480863158776391,-1.0883946981169756,-0.8480959906332133,3.1555048276643927,-1.9786993068378198,,0,,,,0,
"K00314",0.7946711472943383,-3.2250922378588416,0.017687589794663117,4.678672077639334,0.4175811695966794,0,,0,0,,0,0
"K00315",2.663179355775956,-6.83783663722598,1.8360065192704178,6.015449051509847,0.16158109786482333,-100,-100,0,0,-100,0,0
"K00318",1.7874935830443706,-4.603066985722544,-0.34039320832240205,4.228420347078515,2.565879666496624,0,0,0,0,0,0,0
"K00323",3.777976687663357,-5.501877465591573,1.0454143502554207,1.6609457919154487,1.3038240760697317,-100,-100,0,0,-100,0,0
"K00326",1.6731130228708988,-1.6041844926283695,0.19966880353664235,1.732308236545999,-1.645242295301829,0,-50,0,0,0,33.33333333333333,0
"K00327",0.8137179553778142,-4.536905851801079,0.01048769439211994,5.831055071447819,1.8690805492044475,-100,-100,0,0,-100,0,0
"K00344",0.44678276383909654,-0.8700110176173259,-0.23312695070689582,1.087455482742526,0.2964735306051254,,,,,,,
"K00357",1.8963663022815496,-3.862861964789773,0.5768373765373399,2.5879582855040875,1.015759512710637,0,0,0,0,0,0,0
"K00364",0.011254760340597553,-0.7502162240709233,-0.7502162240709231,1.0356344441351044,1.6964004435572844,,,,,,,
"K00365",2.350390705954426,-2.910108159229014,-2.3791137309201327,3.444323707358206,2.423764319375996,0,0,0,0,0,0,0
"K00382",0.883637858900364,-2.688089883665886,0.5679173979935801,0.25750194303904506,2.6994190628028214,0,0,0,0,0,0,0
"K00383",4.2424709473381865,-4.463661287060448,0.42006334226294895,5.9534267118461175,-4.796994620393781,-100,-100,0,100,-100,0,-100
"K00387",4.861521827383696,-4.936388654992616,-1.5203708878123903,6.762371656480097,-2.458179245780374,-100,-100,0,0,-100,0,0
"K00408",0.7120965640106542,-1.9328541439884617,0.3490356169907519,2.0560473066694036,0.041107346305174694,-33.33333333333333,-25,0,0,-33.33333333333333,0,0
"K00411",0.15305467886294155,-0.8206377254550951,-0.014606068234623487,1.4979659473986424,-0.08743818086898908,0,0,0,0,0,0,0
"K00413",2.027171131479666,-3.2792831094069,1.2192081817026883,3.066521027971322,-1.918586997794777,0,0,0,0,0,0,0
"K00415",0.6723784474936658,-1.6583263393019847,0.29919430150583004,1.7336632202013338,-0.036298456596522755,0,0,0,0,0,0,0
"K00416",0.255137645336503,-1.2515235298056395,0.15071879338371838,1.9056827846823419,-0.07906312293809492,0,0,0,0,0,0,0
"K00417",1.4511600112967245,-3.6621078695692497,0.5858283587100449,2.522533967989408,1.406701154471147,0,0,0,0,0,0,0
"K00432",1.3005867718232178,-1.8114310798746378,-0.0033686143868458807,1.2407413199238244,0.22009057743149849,0,0,0,0,0,50,0
"K00444",1.8039175791575721,-1.06904666285985,-0.6362601389781345,0.18029819958298254,0.011699392504321171,,0,,,,0,
"K00451",2.8166254911562048,-2.212256346617342,-2.7511859826359006,2.5012961467749135,1.8141506989259286,,0,0,0,0,0,0
"K00452",-1.472637245028774,-3.816086789885333,3.384471052645018,2.583209593220058,1.8625743071901981,-100,0,0,0,0,0,0
"K00453",0.5410776739259918,-0.5876935640289533,0.8693868797434966,-0.5876935640289533,-0.5876935640289533,,,,,,,
"K00456",1.2803140377575977,-1.1882485669055851,-2.3353557417992254,3.411947154846216,0.7229528190343338,,0,0,0,,100,
"K00457",0.8079186585746259,-1.2183658940708566,0.6938503094566413,1.1525261842898937,-1.218742676200294,0,0,0,0,0,0,0
"K00461",1.2661270137910539,-2.6461031325689834,0.07877737328733578,2.0497670480610326,1.00093190527962,0,0,0,0,0,0,0
"K00463",-0.6623092926238408,-0.6623092926238408,0.4777786510043776,2.294478947237294,-0.6623092926238408,,,,,,,
"K00469",0.20113368356693573,-1.024419246019281,1.6740626646234809,0.7220987283182012,-1.798587483263666,-100,,0,0,,0,-100
"K00471",0.13697218338330508,-2.6451680733370253,1.713856984848882,2.5472623301108097,-0.34164146382373545,0,0,0,0,0,0,0
"K00472",1.461189993947524,-1.8081869116061233,-0.7747984716771038,0.3964153224955508,2.0759726302659973,-50,-66.66666666666666,-33.33333333333333,-50,-50,0,0
"K00474",-0.23344604670565577,-1.2437748275468579,-0.6028357339330878,2.321623027685772,1.5597295951391823,,,0,0,-100,,0
"K00476",0.5047462831559442,-1.7237166923649239,-1.8520375259386426,4.630296343858408,1.0626224455092705,,,0,0,0,,
"K00477",-0.4316861962600928,-4.593463995936343,2.2700852877245845,3.772051351807402,2.3508781542911317,0,0,0,0,0,0,0
"K00485",1.655144008357842,-2.0850287463124584,0.3421241198149204,1.1784301561093584,-0.3371528771057133,-50,-60,0,25,-66.66666666666666,20,25
"K00486",0.48400131236806554,-0.8875948866574489,-0.8875948866574489,3.335440617121318,-0.8875948866574488,,,,,,,
"K00488",0.011585604489255413,-1.7592709773212953,-0.19200191008598844,2.5989882629968113,1.2202475343070005,0,0,0,0,0,0,0
"K00500",0.6110701922818653,-1.632938713308732,0.07567948179209608,2.939009594865477,-0.8177149583712827,0,0,0,0,0,0,0
"K00504",1.5502794312412342,-1.8016922827689064,1.192125887471807,-0.6545704929097943,-0.31272047274079623,0,0,0,0,,0,0
"K00505",0.7685420386749986,-0.3391825634439801,0.15849119519448696,-0.11515494868310291,-0.7515353142114125,-100,-100,0,,0,0,0
"K00507",1.3156352594907497,-1.246898796148018,2.276921851264494,-1.746898796148018,-1.746898796148018,-100,0,-100,,,0,-100
"K00512",0.5221970675985216,-1.1754130271408723,-0.30687920781001027,1.4729633481351396,0.5189996064990852,-10,-23.07692307692308,9.09090909090909,-7.142857142857143,-20,7.692307692307692,0
"K00515",-0.8751379035143052,-4.486739927120436,2.3112333732953387,5.049753282320038,1.5302341222857734,0,0,0,0,0,0,0
"K00522",-0.2274291963572836,-1.023730754325625,0.30235296860125216,1.7688032135048717,0.15378534140642466,0,0,0,0,0,0,0
"K00541",-0.3850600095528722,-0.9972156835326924,0.8699010569554824,1.4955143695994229,-0.3091514148717219,-66.66666666666666,0,0,0,0,0,0
"K00542",2.773897523069638,-2.634764809145185,-0.5151543091128649,0.7493301382903421,0.7556274567387387,,-100,,,,,
"K00544",0.5012795436908035,-2.309937786619836,0.7559120561647364,2.0805148603706414,0.4440413797764648,0,-16.666666666666668,0,0,0,0,0
"K00546",-0.25535369070336594,-1.5531445594759992,0.6227333853704009,2.4438845092319226,0.05010511860835085,0,0,0,0,-14.285714285714285,0,0
"K00547",3.600859492278791,-4.07043459771596,-0.5296079375401721,2.4244191847746697,0.5976974194262183,-100,-100,0,0,-100,0,0
