Algae,outcome,SE,type,p,pvalue,up,down
SSB01,0.08928573629440754,0.46862439905509984,DMSO,NA,NA,0.19720056157739607,0.037655579613271754
SSB01,0.2857142971916476,0.5653404547003559,XMD17-109,*,0.012876452121826105,0.5477977503967132,0.11666911916898091
