"Repeat(Date)","Algae","Well_ID","Larvae","Number of Symbionts","Time_post_infection"
"III","C. velia","CIII3",31,0,"3"
"III","C. velia","CIII3",32,1,"3"
"III","C. velia","CIII3",33,0,"3"
"III","C. velia","CIII3",34,0,"3"
"III","C. velia","CIII3",35,2,"3"
"III","C. velia","CIII3",36,0,"3"
"III","C. velia","CIII3",37,0,"3"
"III","C. velia","CIII3",38,0,"3"
"III","C. velia","CIII3",39,1,"3"
"III","C. velia","CIII3",40,0,"3"
"III","C. velia","CIII3",41,3,"3"
"III","C. velia","CIII3",42,0,"3"
"III","C. velia","CIII3",43,0,"3"
"III","C. velia","CIII3",44,0,"3"
"III","C. velia","CIII3",45,13,"3"
"III","C. velia","CIII3",46,2,"3"
"III","C. velia","CIII3",47,0,"3"
"III","C. velia","CIII3",48,1,"3"
"III","C. velia","CIII3",49,0,"3"
"III","C. velia","CIII3",50,0,"3"
"IV","C. velia","CIV3",1,0,"3"
"IV","C. velia","CIV3",2,2,"3"
"IV","C. velia","CIV3",3,0,"3"
"IV","C. velia","CIV3",4,0,"3"
"IV","C. velia","CIV3",5,0,"3"
"IV","C. velia","CIV3",6,0,"3"
"IV","C. velia","CIV3",7,0,"3"
"IV","C. velia","CIV3",8,1,"3"
"IV","C. velia","CIV3",9,0,"3"
"IV","C. velia","CIV3",10,0,"3"
"IV","C. velia","CIV3",11,1,"3"
"IV","C. velia","CIV3",12,0,"3"
"IV","C. velia","CIV3",13,0,"3"
"IV","C. velia","CIV3",14,8,"3"
"IV","C. velia","CIV3",15,0,"3"
"IV","C. velia","CIV3",16,0,"3"
"IV","C. velia","CIV3",17,0,"3"
"IV","C. velia","CIV3",18,2,"3"
"IV","C. velia","CIV3",19,0,"3"
"IV","C. velia","CIV3",20,1,"3"
"IV","C. velia","CIV3",21,7,"3"
"IV","C. velia","CIV3",22,0,"3"
"IV","C. velia","CIV3",23,0,"3"
"IV","C. velia","CIV3",24,0,"3"
"IV","C. velia","CIV3",25,2,"3"
"IV","C. velia","CIV3",26,0,"3"
"IV","C. velia","CIV3",27,1,"3"
"IV","C. velia","CIV3",28,0,"3"
"IV","C. velia","CIV3",29,0,"3"
"IV","C. velia","CIV3",30,0,"3"
"IV","C. velia","CIV3",31,0,"3"
"IV","C. velia","CIV3",32,0,"3"
"IV","C. velia","CIV3",33,0,"3"
"IV","C. velia","CIV3",34,0,"3"
"IV","C. velia","CIV3",35,0,"3"
"IV","C. velia","CIV3",36,0,"3"
"IV","C. velia","CIV3",37,0,"3"
"IV","C. velia","CIV3",38,0,"3"
"IV","C. velia","CIV3",39,3,"3"
"IV","C. velia","CIV3",40,0,"3"
"IV","C. velia","CIV3",41,0,"3"
"IV","C. velia","CIV3",42,0,"3"
"IV","C. velia","CIV3",43,0,"3"
"IV","C. velia","CIV3",44,0,"3"
"IV","C. velia","CIV3",45,0,"3"
"IV","C. velia","CIV3",46,1,"3"
"IV","C. velia","CIV3",47,5,"3"
"IV","C. velia","CIV3",48,0,"3"
"IV","C. velia","CIV3",49,1,"3"
"IV","C. velia","CIV3",50,0,"3"
"V","C. velia","CV3",1,4,"3"
"V","C. velia","CV3",2,0,"3"
"V","C. velia","CV3",3,0,"3"
"V","C. velia","CV3",4,11,"3"
"V","C. velia","CV3",5,2,"3"
"V","C. velia","CV3",6,1,"3"
"V","C. velia","CV3",7,8,"3"
"V","C. velia","CV3",8,2,"3"
"V","C. velia","CV3",9,0,"3"
"V","C. velia","CV3",10,7,"3"
"V","C. velia","CV3",11,0,"3"
"V","C. velia","CV3",12,2,"3"
"V","C. velia","CV3",13,3,"3"
"V","C. velia","CV3",14,1,"3"
"V","C. velia","CV3",15,4,"3"
"V","C. velia","CV3",16,0,"3"
"V","C. velia","CV3",17,0,"3"
"V","C. velia","CV3",18,0,"3"
"V","C. velia","CV3",19,2,"3"
"V","C. velia","CV3",20,2,"3"
"V","C. velia","CV3",21,0,"3"
"V","C. velia","CV3",22,8,"3"
"V","C. velia","CV3",23,3,"3"
"V","C. velia","CV3",24,2,"3"
"V","C. velia","CV3",25,0,"3"
"V","C. velia","CV3",26,0,"3"
"V","C. velia","CV3",27,0,"3"
"V","C. velia","CV3",28,2,"3"
"V","C. velia","CV3",29,11,"3"
"V","C. velia","CV3",30,8,"3"
"V","C. velia","CV3",31,0,"3"
"V","C. velia","CV3",32,4,"3"
"V","C. velia","CV3",33,0,"3"
"V","C. velia","CV3",34,0,"3"
"V","C. velia","CV3",35,4,"3"
"V","C. velia","CV3",36,4,"3"
"V","C. velia","CV3",37,10,"3"
"V","C. velia","CV3",38,0,"3"
"V","C. velia","CV3",39,4,"3"
"V","C. velia","CV3",40,1,"3"
"V","C. velia","CV3",41,1,"3"
"V","C. velia","CV3",42,2,"3"
"V","C. velia","CV3",43,5,"3"
"V","C. velia","CV3",44,5,"3"
"V","C. velia","CV3",45,0,"3"
"V","C. velia","CV3",46,1,"3"
"V","C. velia","CV3",47,0,"3"
"V","C. velia","CV3",48,7,"3"
"V","C. velia","CV3",49,0,"3"
"V","C. velia","CV3",50,1,"3"
"I","SSB01","SI6",1,12,"6"
"I","SSB01","SI6",2,10,"6"
"I","SSB01","SI6",3,2,"6"
"I","SSB01","SI6",4,6,"6"
"I","SSB01","SI6",5,9,"6"
"I","SSB01","SI6",6,1,"6"
"I","SSB01","SI6",7,0,"6"
"I","SSB01","SI6",8,2,"6"
"I","SSB01","SI6",9,5,"6"
"I","SSB01","SI6",10,16,"6"
"I","SSB01","SI6",11,8,"6"
"I","SSB01","SI6",12,20,"6"
"I","SSB01","SI6",13,6,"6"
"I","SSB01","SI6",14,17,"6"
"I","SSB01","SI6",15,20,"6"
"I","SSB01","SI6",16,10,"6"
"I","SSB01","SI6",17,10,"6"
"I","SSB01","SI6",18,6,"6"
"I","SSB01","SI6",19,4,"6"
"I","SSB01","SI6",20,3,"6"
"I","SSB01","SI6",21,0,"6"
"I","SSB01","SI6",22,0,"6"
"I","SSB01","SI6",23,16,"6"
"I","SSB01","SI6",24,3,"6"
"I","SSB01","SI6",25,5,"6"
"I","SSB01","SI6",26,8,"6"
"I","SSB01","SI6",27,7,"6"
"I","SSB01","SI6",28,6,"6"
"I","SSB01","SI6",29,10,"6"
"I","SSB01","SI6",30,10,"6"
"I","SSB01","SI6",31,1,"6"
"I","SSB01","SI6",32,6,"6"
"I","SSB01","SI6",33,6,"6"
"I","SSB01","SI6",34,0,"6"
"I","SSB01","SI6",35,10,"6"
"I","SSB01","SI6",36,1,"6"
"I","SSB01","SI6",37,20,"6"
"I","SSB01","SI6",38,15,"6"
"I","SSB01","SI6",39,1,"6"
"I","SSB01","SI6",40,6,"6"
"I","SSB01","SI6",41,2,"6"
"I","SSB01","SI6",42,2,"6"
"I","SSB01","SI6",43,0,"6"
"I","SSB01","SI6",44,10,"6"
"I","SSB01","SI6",45,7,"6"
"I","SSB01","SI6",46,0,"6"
"I","SSB01","SI6",47,11,"6"
"I","SSB01","SI6",48,10,"6"
"I","SSB01","SI6",49,10,"6"
"I","SSB01","SI6",50,10,"6"
"II","SSB01","SII6",1,3,"6"
"II","SSB01","SII6",2,2,"6"
"II","SSB01","SII6",3,0,"6"
"II","SSB01","SII6",4,4,"6"
"II","SSB01","SII6",5,0,"6"
"II","SSB01","SII6",6,0,"6"
"II","SSB01","SII6",7,2,"6"
"II","SSB01","SII6",8,1,"6"
"II","SSB01","SII6",9,6,"6"
"II","SSB01","SII6",10,1,"6"
"II","SSB01","SII6",11,0,"6"
"II","SSB01","SII6",12,13,"6"
"II","SSB01","SII6",13,0,"6"
"II","SSB01","SII6",14,0,"6"
"II","SSB01","SII6",15,0,"6"
"II","SSB01","SII6",16,0,"6"
"II","SSB01","SII6",17,0,"6"
"II","SSB01","SII6",18,0,"6"
"II","SSB01","SII6",19,5,"6"
"II","SSB01","SII6",20,0,"6"
"II","SSB01","SII6",21,6,"6"
"II","SSB01","SII6",22,0,"6"
"II","SSB01","SII6",23,4,"6"
"II","SSB01","SII6",24,0,"6"
"II","SSB01","SII6",25,0,"6"
"II","SSB01","SII6",26,2,"6"
"II","SSB01","SII6",27,0,"6"
"II","SSB01","SII6",28,0,"6"
"II","SSB01","SII6",29,0,"6"
"II","SSB01","SII6",30,3,"6"
"II","SSB01","SII6",31,5,"6"
"II","SSB01","SII6",32,0,"6"
"II","SSB01","SII6",33,2,"6"
"II","SSB01","SII6",34,2,"6"
"II","SSB01","SII6",35,5,"6"
"II","SSB01","SII6",36,2,"6"
"II","SSB01","SII6",37,0,"6"
"II","SSB01","SII6",38,0,"6"
"II","SSB01","SII6",39,3,"6"
"II","SSB01","SII6",40,0,"6"
"II","SSB01","SII6",41,0,"6"
"II","SSB01","SII6",42,2,"6"
"II","SSB01","SII6",43,3,"6"
"II","SSB01","SII6",44,0,"6"
"II","SSB01","SII6",45,0,"6"
"II","SSB01","SII6",46,0,"6"
"II","SSB01","SII6",47,10,"6"
"II","SSB01","SII6",48,4,"6"
"II","SSB01","SII6",49,2,"6"
"II","SSB01","SII6",50,0,"6"
"III","SSB01","SIII6",1,4,"6"
"III","SSB01","SIII6",2,0,"6"
"III","SSB01","SIII6",3,0,"6"
"III","SSB01","SIII6",4,0,"6"
"III","SSB01","SIII6",5,2,"6"
"III","SSB01","SIII6",6,0,"6"
"III","SSB01","SIII6",7,0,"6"
"III","SSB01","SIII6",8,0,"6"
"III","SSB01","SIII6",9,0,"6"
"III","SSB01","SIII6",10,5,"6"
"III","SSB01","SIII6",11,2,"6"
"III","SSB01","SIII6",12,0,"6"
"III","SSB01","SIII6",13,2,"6"
"III","SSB01","SIII6",14,0,"6"
"III","SSB01","SIII6",15,5,"6"
"III","SSB01","SIII6",16,10,"6"
"III","SSB01","SIII6",17,0,"6"
"III","SSB01","SIII6",18,0,"6"
"III","SSB01","SIII6",19,2,"6"
"III","SSB01","SIII6",20,6,"6"
"III","SSB01","SIII6",21,0,"6"
"III","SSB01","SIII6",22,6,"6"
"III","SSB01","SIII6",23,5,"6"
"III","SSB01","SIII6",24,0,"6"
"III","SSB01","SIII6",25,0,"6"
"III","SSB01","SIII6",26,4,"6"
"III","SSB01","SIII6",27,0,"6"
"III","SSB01","SIII6",28,4,"6"
"III","SSB01","SIII6",29,13,"6"
"III","SSB01","SIII6",30,10,"6"
"III","SSB01","SIII6",31,2,"6"
"III","SSB01","SIII6",32,0,"6"
"III","SSB01","SIII6",33,0,"6"
"III","SSB01","SIII6",34,0,"6"
"III","SSB01","SIII6",35,0,"6"
"III","SSB01","SIII6",36,0,"6"
"III","SSB01","SIII6",37,0,"6"
"III","SSB01","SIII6",38,0,"6"
"III","SSB01","SIII6",39,0,"6"
"III","SSB01","SIII6",40,0,"6"
"III","SSB01","SIII6",41,0,"6"
"III","SSB01","SIII6",42,7,"6"
"III","SSB01","SIII6",43,0,"6"
"III","SSB01","SIII6",44,13,"6"
"III","SSB01","SIII6",45,0,"6"
"III","SSB01","SIII6",46,10,"6"
"III","SSB01","SIII6",47,3,"6"
"III","SSB01","SIII6",48,3,"6"
"III","SSB01","SIII6",49,4,"6"
"III","SSB01","SIII6",50,5,"6"
"IV","SSB01","SIV6",1,1,"6"
"IV","SSB01","SIV6",2,20,"6"
"IV","SSB01","SIV6",3,0,"6"
"IV","SSB01","SIV6",4,0,"6"
"IV","SSB01","SIV6",5,2,"6"
"IV","SSB01","SIV6",6,10,"6"
"IV","SSB01","SIV6",7,18,"6"
"IV","SSB01","SIV6",8,20,"6"
"IV","SSB01","SIV6",9,0,"6"
"IV","SSB01","SIV6",10,10,"6"
"IV","SSB01","SIV6",11,20,"6"
"IV","SSB01","SIV6",12,5,"6"
"IV","SSB01","SIV6",13,6,"6"
"IV","SSB01","SIV6",14,18,"6"
"IV","SSB01","SIV6",15,0,"6"
"IV","SSB01","SIV6",16,6,"6"
"IV","SSB01","SIV6",17,10,"6"
"IV","SSB01","SIV6",18,10,"6"
"IV","SSB01","SIV6",19,4,"6"
"IV","SSB01","SIV6",20,12,"6"
"IV","SSB01","SIV6",21,10,"6"
"IV","SSB01","SIV6",22,3,"6"
"IV","SSB01","SIV6",23,10,"6"
"IV","SSB01","SIV6",24,10,"6"
"IV","SSB01","SIV6",25,10,"6"
"IV","SSB01","SIV6",26,10,"6"
"IV","SSB01","SIV6",27,10,"6"
"IV","SSB01","SIV6",28,2,"6"
"IV","SSB01","SIV6",29,0,"6"
"IV","SSB01","SIV6",30,10,"6"
"IV","SSB01","SIV6",31,13,"6"
"IV","SSB01","SIV6",32,6,"6"
"IV","SSB01","SIV6",33,12,"6"
"IV","SSB01","SIV6",34,20,"6"
"IV","SSB01","SIV6",35,0,"6"
"IV","SSB01","SIV6",36,10,"6"
"IV","SSB01","SIV6",37,10,"6"
"IV","SSB01","SIV6",38,10,"6"
"IV","SSB01","SIV6",39,0,"6"
"IV","SSB01","SIV6",40,1,"6"
"IV","SSB01","SIV6",41,4,"6"
"IV","SSB01","SIV6",42,6,"6"
"IV","SSB01","SIV6",43,0,"6"
"IV","SSB01","SIV6",44,1,"6"
"IV","SSB01","SIV6",45,4,"6"
"IV","SSB01","SIV6",46,18,"6"
"IV","SSB01","SIV6",47,10,"6"
"IV","SSB01","SIV6",48,10,"6"
"IV","SSB01","SIV6",49,11,"6"
"IV","SSB01","SIV6",50,0,"6"
"V","SSB01","SV6",1,8,"6"
"V","SSB01","SV6",2,3,"6"
"V","SSB01","SV6",3,10,"6"
"V","SSB01","SV6",4,0,"6"
"V","SSB01","SV6",5,0,"6"
"V","SSB01","SV6",6,10,"6"
"V","SSB01","SV6",7,1,"6"
"V","SSB01","SV6",8,7,"6"
"V","SSB01","SV6",9,0,"6"
"V","SSB01","SV6",10,1,"6"
"V","SSB01","SV6",11,3,"6"
"V","SSB01","SV6",12,0,"6"
"V","SSB01","SV6",13,0,"6"
"V","SSB01","SV6",14,0,"6"
"V","SSB01","SV6",15,0,"6"
"V","SSB01","SV6",16,6,"6"
"V","SSB01","SV6",17,10,"6"
"V","SSB01","SV6",18,2,"6"
"V","SSB01","SV6",19,10,"6"
"V","SSB01","SV6",20,0,"6"
"V","SSB01","SV6",21,6,"6"
"V","SSB01","SV6",22,0,"6"
"V","SSB01","SV6",23,10,"6"
"V","SSB01","SV6",24,4,"6"
"V","SSB01","SV6",25,4,"6"
"V","SSB01","SV6",26,10,"6"
"V","SSB01","SV6",27,0,"6"
"V","SSB01","SV6",28,0,"6"
"V","SSB01","SV6",29,5,"6"
"V","SSB01","SV6",30,2,"6"
"V","SSB01","SV6",31,0,"6"
"V","SSB01","SV6",32,10,"6"
"V","SSB01","SV6",33,10,"6"
"V","SSB01","SV6",34,1,"6"
"V","SSB01","SV6",35,6,"6"
"V","SSB01","SV6",36,0,"6"
"V","SSB01","SV6",37,3,"6"
"V","SSB01","SV6",38,0,"6"
"V","SSB01","SV6",39,0,"6"
"V","SSB01","SV6",40,2,"6"
"V","SSB01","SV6",41,0,"6"
"V","SSB01","SV6",42,0,"6"
"V","SSB01","SV6",43,0,"6"
"V","SSB01","SV6",44,10,"6"
"V","SSB01","SV6",45,2,"6"
"V","SSB01","SV6",46,8,"6"
"V","SSB01","SV6",47,8,"6"
"V","SSB01","SV6",48,12,"6"
"V","SSB01","SV6",49,7,"6"
"V","SSB01","SV6",50,0,"6"
"I","M. gaditana","MI6",1,1,"6"
"I","M. gaditana","MI6",2,0,"6"
"I","M. gaditana","MI6",3,0,"6"
"I","M. gaditana","MI6",4,2,"6"
"I","M. gaditana","MI6",5,0,"6"
"I","M. gaditana","MI6",6,1,"6"
"I","M. gaditana","MI6",7,0,"6"
"I","M. gaditana","MI6",8,0,"6"
"I","M. gaditana","MI6",9,0,"6"
"I","M. gaditana","MI6",10,0,"6"
"I","M. gaditana","MI6",11,0,"6"
"I","M. gaditana","MI6",12,0,"6"
"I","M. gaditana","MI6",13,0,"6"
"I","M. gaditana","MI6",14,1,"6"
"I","M. gaditana","MI6",15,0,"6"
"I","M. gaditana","MI6",16,0,"6"
"I","M. gaditana","MI6",17,1,"6"
"I","M. gaditana","MI6",18,0,"6"
"I","M. gaditana","MI6",19,1,"6"
"I","M. gaditana","MI6",20,1,"6"
"I","M. gaditana","MI6",21,0,"6"
"I","M. gaditana","MI6",22,0,"6"
"I","M. gaditana","MI6",23,0,"6"
"I","M. gaditana","MI6",24,0,"6"
"I","M. gaditana","MI6",25,0,"6"
"I","M. gaditana","MI6",26,0,"6"
"I","M. gaditana","MI6",27,1,"6"
"I","M. gaditana","MI6",28,2,"6"
"I","M. gaditana","MI6",29,0,"6"
"I","M. gaditana","MI6",30,0,"6"
"I","M. gaditana","MI6",31,0,"6"
"I","M. gaditana","MI6",32,1,"6"
"I","M. gaditana","MI6",33,0,"6"
"I","M. gaditana","MI6",34,0,"6"
"I","M. gaditana","MI6",35,0,"6"
"I","M. gaditana","MI6",36,0,"6"
"I","M. gaditana","MI6",37,0,"6"
"I","M. gaditana","MI6",38,1,"6"
"I","M. gaditana","MI6",39,1,"6"
"I","M. gaditana","MI6",40,1,"6"
"I","M. gaditana","MI6",41,2,"6"
"I","M. gaditana","MI6",42,0,"6"
"I","M. gaditana","MI6",43,0,"6"
"I","M. gaditana","MI6",44,0,"6"
"I","M. gaditana","MI6",45,0,"6"
"I","M. gaditana","MI6",46,1,"6"
"I","M. gaditana","MI6",47,0,"6"
"I","M. gaditana","MI6",48,0,"6"
"I","M. gaditana","MI6",49,0,"6"
"I","M. gaditana","MI6",50,0,"6"
"II","M. gaditana","MII6",1,0,"6"
"II","M. gaditana","MII6",2,0,"6"
"II","M. gaditana","MII6",3,0,"6"
"II","M. gaditana","MII6",4,0,"6"
"II","M. gaditana","MII6",5,0,"6"
"II","M. gaditana","MII6",6,1,"6"
"II","M. gaditana","MII6",7,1,"6"
"II","M. gaditana","MII6",8,0,"6"
"II","M. gaditana","MII6",9,0,"6"
"II","M. gaditana","MII6",10,0,"6"
"II","M. gaditana","MII6",11,0,"6"
"II","M. gaditana","MII6",12,0,"6"
"II","M. gaditana","MII6",13,0,"6"
"II","M. gaditana","MII6",14,2,"6"
"II","M. gaditana","MII6",15,0,"6"
"II","M. gaditana","MII6",16,0,"6"
"II","M. gaditana","MII6",17,0,"6"
"II","M. gaditana","MII6",18,3,"6"
"II","M. gaditana","MII6",19,0,"6"
"II","M. gaditana","MII6",20,0,"6"
"II","M. gaditana","MII6",21,3,"6"
"II","M. gaditana","MII6",22,0,"6"
"II","M. gaditana","MII6",23,0,"6"
"II","M. gaditana","MII6",24,0,"6"
"II","M. gaditana","MII6",25,0,"6"
"II","M. gaditana","MII6",26,0,"6"
"II","M. gaditana","MII6",27,0,"6"
"II","M. gaditana","MII6",28,0,"6"
"II","M. gaditana","MII6",29,0,"6"
"II","M. gaditana","MII6",30,0,"6"
"II","M. gaditana","MII6",31,0,"6"
"II","M. gaditana","MII6",32,0,"6"
"II","M. gaditana","MII6",33,0,"6"
"II","M. gaditana","MII6",34,0,"6"
"II","M. gaditana","MII6",35,0,"6"
"II","M. gaditana","MII6",36,2,"6"
"II","M. gaditana","MII6",37,2,"6"
"II","M. gaditana","MII6",38,0,"6"
"II","M. gaditana","MII6",39,1,"6"
"II","M. gaditana","MII6",40,0,"6"
"II","M. gaditana","MII6",41,0,"6"
"II","M. gaditana","MII6",42,0,"6"
"II","M. gaditana","MII6",43,4,"6"
"II","M. gaditana","MII6",44,0,"6"
"II","M. gaditana","MII6",45,0,"6"
"III","M. gaditana","MIII6",1,0,"6"
"III","M. gaditana","MIII6",2,0,"6"
"III","M. gaditana","MIII6",3,0,"6"
"III","M. gaditana","MIII6",4,0,"6"
"III","M. gaditana","MIII6",5,0,"6"
"III","M. gaditana","MIII6",6,0,"6"
"III","M. gaditana","MIII6",7,0,"6"
"III","M. gaditana","MIII6",8,0,"6"
"III","M. gaditana","MIII6",9,0,"6"
"III","M. gaditana","MIII6",10,0,"6"
"III","M. gaditana","MIII6",11,0,"6"
"III","M. gaditana","MIII6",12,0,"6"
"III","M. gaditana","MIII6",13,0,"6"
"III","M. gaditana","MIII6",14,0,"6"
"III","M. gaditana","MIII6",15,0,"6"
"III","M. gaditana","MIII6",16,0,"6"
"III","M. gaditana","MIII6",17,2,"6"
"III","M. gaditana","MIII6",18,0,"6"
"III","M. gaditana","MIII6",19,3,"6"
"III","M. gaditana","MIII6",20,0,"6"
"III","M. gaditana","MIII6",21,0,"6"
"III","M. gaditana","MIII6",22,0,"6"
"IV","M. gaditana","MIV6",1,0,"6"
"IV","M. gaditana","MIV6",2,2,"6"
"IV","M. gaditana","MIV6",3,10,"6"
"IV","M. gaditana","MIV6",4,1,"6"
"IV","M. gaditana","MIV6",5,0,"6"
"IV","M. gaditana","MIV6",6,0,"6"
"IV","M. gaditana","MIV6",7,1,"6"
"IV","M. gaditana","MIV6",8,0,"6"
"IV","M. gaditana","MIV6",9,0,"6"
"IV","M. gaditana","MIV6",10,2,"6"
"IV","M. gaditana","MIV6",11,0,"6"
"IV","M. gaditana","MIV6",12,0,"6"
"IV","M. gaditana","MIV6",13,0,"6"
"IV","M. gaditana","MIV6",14,1,"6"
"IV","M. gaditana","MIV6",15,3,"6"
"IV","M. gaditana","MIV6",16,0,"6"
"IV","M. gaditana","MIV6",17,0,"6"
"IV","M. gaditana","MIV6",18,2,"6"
"IV","M. gaditana","MIV6",19,0,"6"
"IV","M. gaditana","MIV6",20,1,"6"
"IV","M. gaditana","MIV6",21,0,"6"
"IV","M. gaditana","MIV6",22,0,"6"
"IV","M. gaditana","MIV6",23,0,"6"
"IV","M. gaditana","MIV6",24,0,"6"
"IV","M. gaditana","MIV6",25,0,"6"
"IV","M. gaditana","MIV6",26,0,"6"
"IV","M. gaditana","MIV6",27,1,"6"
"IV","M. gaditana","MIV6",28,0,"6"
"IV","M. gaditana","MIV6",29,0,"6"
"IV","M. gaditana","MIV6",30,0,"6"
"IV","M. gaditana","MIV6",31,0,"6"
"IV","M. gaditana","MIV6",32,0,"6"
"IV","M. gaditana","MIV6",33,10,"6"
"IV","M. gaditana","MIV6",34,0,"6"
"IV","M. gaditana","MIV6",35,0,"6"
"IV","M. gaditana","MIV6",36,0,"6"
"IV","M. gaditana","MIV6",37,0,"6"
"IV","M. gaditana","MIV6",38,0,"6"
"IV","M. gaditana","MIV6",39,0,"6"
"IV","M. gaditana","MIV6",40,4,"6"
"V","M. gaditana","MV6",1,0,"6"
"V","M. gaditana","MV6",2,0,"6"
"V","M. gaditana","MV6",3,0,"6"
"V","M. gaditana","MV6",4,0,"6"
"V","M. gaditana","MV6",5,0,"6"
"V","M. gaditana","MV6",6,0,"6"
"V","M. gaditana","MV6",7,0,"6"
"V","M. gaditana","MV6",8,0,"6"
"V","M. gaditana","MV6",9,0,"6"
"V","M. gaditana","MV6",10,0,"6"
"V","M. gaditana","MV6",11,0,"6"
"V","M. gaditana","MV6",12,3,"6"
"V","M. gaditana","MV6",13,0,"6"
"V","M. gaditana","MV6",14,0,"6"
"V","M. gaditana","MV6",15,0,"6"
"V","M. gaditana","MV6",16,0,"6"
"V","M. gaditana","MV6",17,0,"6"
"V","M. gaditana","MV6",18,0,"6"
"V","M. gaditana","MV6",19,0,"6"
"V","M. gaditana","MV6",20,0,"6"
"V","M. gaditana","MV6",21,0,"6"
"V","M. gaditana","MV6",22,0,"6"
"V","M. gaditana","MV6",23,0,"6"
"V","M. gaditana","MV6",24,0,"6"
"V","M. gaditana","MV6",25,0,"6"
"V","M. gaditana","MV6",26,0,"6"
"V","M. gaditana","MV6",27,0,"6"
"V","M. gaditana","MV6",28,0,"6"
"V","M. gaditana","MV6",29,0,"6"
"V","M. gaditana","MV6",30,0,"6"
"V","M. gaditana","MV6",31,0,"6"
"V","M. gaditana","MV6",32,0,"6"
"V","M. gaditana","MV6",33,0,"6"
"V","M. gaditana","MV6",34,0,"6"
"V","M. gaditana","MV6",35,0,"6"
"V","M. gaditana","MV6",36,0,"6"
"V","M. gaditana","MV6",37,0,"6"
"V","M. gaditana","MV6",38,0,"6"
"V","M. gaditana","MV6",39,0,"6"
"V","M. gaditana","MV6",40,0,"6"
"V","M. gaditana","MV6",41,0,"6"
"V","M. gaditana","MV6",42,0,"6"
"V","M. gaditana","MV6",43,0,"6"
"V","M. gaditana","MV6",44,0,"6"
"V","M. gaditana","MV6",45,0,"6"
"V","M. gaditana","MV6",46,0,"6"
"V","M. gaditana","MV6",47,0,"6"
"V","M. gaditana","MV6",48,0,"6"
"V","M. gaditana","MV6",49,0,"6"
"V","M. gaditana","MV6",50,0,"6"
"I","N. oculata","NI6",1,0,"6"
"I","N. oculata","NI6",2,0,"6"
"I","N. oculata","NI6",3,0,"6"
"I","N. oculata","NI6",4,0,"6"
"I","N. oculata","NI6",5,0,"6"
"I","N. oculata","NI6",6,0,"6"
"I","N. oculata","NI6",7,0,"6"
"I","N. oculata","NI6",8,0,"6"
"I","N. oculata","NI6",9,0,"6"
"I","N. oculata","NI6",10,0,"6"
"I","N. oculata","NI6",11,5,"6"
"I","N. oculata","NI6",12,1,"6"
"I","N. oculata","NI6",13,0,"6"
"I","N. oculata","NI6",14,0,"6"
"I","N. oculata","NI6",15,0,"6"
"I","N. oculata","NI6",16,0,"6"
"I","N. oculata","NI6",17,0,"6"
"I","N. oculata","NI6",18,0,"6"
"I","N. oculata","NI6",19,0,"6"
"I","N. oculata","NI6",20,0,"6"
"I","N. oculata","NI6",21,0,"6"
"I","N. oculata","NI6",22,0,"6"
"I","N. oculata","NI6",23,0,"6"
"I","N. oculata","NI6",24,0,"6"
"I","N. oculata","NI6",25,0,"6"
"II","N. oculata","NII6",1,4,"6"
"II","N. oculata","NII6",2,0,"6"
"II","N. oculata","NII6",3,0,"6"
"II","N. oculata","NII6",4,0,"6"
"II","N. oculata","NII6",5,0,"6"
"II","N. oculata","NII6",6,0,"6"
"II","N. oculata","NII6",7,0,"6"
"II","N. oculata","NII6",8,0,"6"
"II","N. oculata","NII6",9,0,"6"
"II","N. oculata","NII6",10,0,"6"
"II","N. oculata","NII6",11,0,"6"
"II","N. oculata","NII6",12,0,"6"
"II","N. oculata","NII6",13,0,"6"
"II","N. oculata","NII6",14,0,"6"
"II","N. oculata","NII6",15,0,"6"
"II","N. oculata","NII6",16,0,"6"
"II","N. oculata","NII6",17,0,"6"
"II","N. oculata","NII6",18,0,"6"
"II","N. oculata","NII6",19,0,"6"
"II","N. oculata","NII6",20,0,"6"
"II","N. oculata","NII6",21,0,"6"
"II","N. oculata","NII6",22,0,"6"
"II","N. oculata","NII6",23,0,"6"
"II","N. oculata","NII6",24,0,"6"
"II","N. oculata","NII6",25,0,"6"
"II","N. oculata","NII6",26,0,"6"
"II","N. oculata","NII6",27,0,"6"
"II","N. oculata","NII6",28,0,"6"
"II","N. oculata","NII6",29,0,"6"
"II","N. oculata","NII6",30,0,"6"
"II","N. oculata","NII6",31,0,"6"
"II","N. oculata","NII6",32,0,"6"
"II","N. oculata","NII6",33,0,"6"
"II","N. oculata","NII6",34,0,"6"
"II","N. oculata","NII6",35,0,"6"
"II","N. oculata","NII6",36,0,"6"
"II","N. oculata","NII6",37,0,"6"
"II","N. oculata","NII6",38,0,"6"
"II","N. oculata","NII6",39,0,"6"
"II","N. oculata","NII6",40,0,"6"
"II","N. oculata","NII6",41,0,"6"
"II","N. oculata","NII6",42,0,"6"
"II","N. oculata","NII6",43,0,"6"
"II","N. oculata","NII6",44,0,"6"
"II","N. oculata","NII6",45,0,"6"
"II","N. oculata","NII6",46,0,"6"
"II","N. oculata","NII6",47,0,"6"
"II","N. oculata","NII6",48,0,"6"
"II","N. oculata","NII6",49,0,"6"
"II","N. oculata","NII6",50,0,"6"
"III","N. oculata","NIII6",1,2,"6"
"III","N. oculata","NIII6",2,0,"6"
