Algae_1,t.p.i_1,Algae_2,t.p.i_2,estimate,SE,df,t.ratio,p.value,label
N. oculata,2,C. velia,6,-2.175025963991202,0.27304681323367286,4517.078085908642,-7.965762127865671,4.336671133309267e-8,***
N. oculata,2,SSB01,10,-3.8921310131084064,0.2656213488582884,4517.078085908642,-14.652929931414874,4.3366053414928274e-8,***
N. oculata,2,M. gaditana,10,-0.11929043028013747,0.3371466218725791,4517.078085908642,-0.3538235964447005,1,
N. oculata,2,N. oculata,10,1.5515796297831135,0.4241914141115493,4517.078085908642,3.657734640935226,0.034417107473984965,*
N. oculata,2,C. velia,10,-1.1283036881077917,0.2900472293833057,4517.078085908642,-3.8900688363987306,0.014944721045311637,*
C. velia,2,SSB01,3,-0.9893581352356949,0.14380712991615527,4517.078085908642,-6.8797571845883185,4.465987490931411e-8,***
C. velia,2,M. gaditana,3,0.823888253124565,0.1678796201789503,4517.078085908642,4.907613278171264,1.7176608613311828e-4,***
C. velia,2,N. oculata,3,3.3419116146441055,0.31075745538535743,4517.078085908642,10.754083471625611,4.336623526945971e-8,***
C. velia,2,C. velia,3,0.30987079399870016,0.14725365906510285,4517.078085908642,2.1043334064907824,0.8549959633020723,
C. velia,2,SSB01,6,-1.0700748166193812,0.13734243847877672,4517.078085908642,-7.791290357675846,4.336777181812579e-8,***
C. velia,2,M. gaditana,6,1.4101427361589827,0.1926886173798946,4517.078085908642,7.318246170082898,4.3422359041755954e-8,***
C. velia,2,N. oculata,6,3.2932416628513987,0.30357466807483907,4517.078085908642,10.848209713069764,4.3366231161634516e-8,***
C. velia,2,C. velia,6,0.4616945286280207,0.1490831528578139,4517.078085908642,3.0968927056993207,0.1833286461523138,
C. velia,2,SSB01,10,-1.2554105204891837,0.136554140506754,4517.078085908642,-9.193500217791572,4.336628078860372e-8,***
C. velia,2,M. gaditana,10,2.517430062339085,0.24701818628996686,4517.078085908642,10.191274173570173,4.336624248590937e-8,***
C. velia,2,N. oculata,10,4.188300122402336,0.37890835680564444,4517.078085908642,11.053596594467997,4.3366167989944415e-8,***
C. velia,2,C. velia,10,1.508416804511431,0.1775011329509153,4517.078085908642,8.498068600658206,4.336624792600219e-8,***
SSB01,3,M. gaditana,3,1.8132463883602599,0.16535804035304474,4517.078085908642,10.965577388852216,4.336620373912581e-8,***
SSB01,3,N. oculata,3,4.331269749879801,0.306580740560876,4517.078085908642,14.127664190372602,4.3366053414928274e-8,***
SSB01,3,C. velia,3,1.299228929234395,0.1459001765719184,4517.078085908642,8.904916770912664,4.3366199076189105e-8,***
SSB01,3,SSB01,6,-0.08071668138368626,0.13553061666716443,4517.078085908642,-0.5955604967245887,0.9999999975305471,
SSB01,3,M. gaditana,6,2.3995008713946775,0.19187073278811792,4517.078085908642,12.505820124450333,4.3366053414928274e-8,***
SSB01,3,N. oculata,6,4.282599798087094,0.3029749637109115,4517.078085908642,14.13516069325585,4.3366053414928274e-8,***
SSB01,3,C. velia,6,1.4510526638637156,0.1489547382494758,4517.078085908642,9.741567679662731,4.336624814804679e-8,***
SSB01,3,SSB01,10,-0.26605238525348884,0.13475895576068364,4517.078085908642,-1.9742835179427123,0.9130045973889195,
SSB01,3,M. gaditana,10,3.5067881975747803,0.24640412060929737,4517.078085908642,14.231856954759309,4.3366053414928274e-8,***
SSB01,3,N. oculata,10,5.177658257638031,0.3784367462980385,4517.078085908642,13.68170059669723,4.3366053414928274e-8,***
SSB01,3,C. velia,10,2.497774939747126,0.17798548930988614,4517.078085908642,14.03358751003747,4.3366053414928274e-8,***
M. gaditana,3,N. oculata,3,2.5180233615195404,0.31653669084296665,4517.078085908642,7.954917816363753,4.3366749968853924e-8,***
M. gaditana,3,C. velia,3,-0.5140174591258649,0.16896654786115783,4517.078085908642,-3.0421255901389443,0.20977731701029878,
M. gaditana,3,SSB01,6,-1.8939630697439462,0.16136685014293303,4517.078085908642,-11.73700216659333,4.3366053414928274e-8,***
M. gaditana,3,M. gaditana,6,0.5862544830344176,0.20821331753991185,4517.078085908642,2.815643542695294,0.3451211205407325,
M. gaditana,3,N. oculata,6,2.4693534097268337,0.3154387140369867,4517.078085908642,7.828314343930816,4.336741465937877e-8,***
M. gaditana,3,C. velia,6,-0.3621937244965444,0.17230722722186037,4517.078085908642,-2.1020228247895187,0.8561883297190256,
M. gaditana,3,SSB01,10,-2.0792987736137487,0.160676508475469,4517.078085908642,-12.940900902954349,4.3366053414928274e-8,***
M. gaditana,3,M. gaditana,10,1.6935418092145202,0.2578341743446626,4517.078085908642,6.568337240472475,5.4103221458490225e-8,***
M. gaditana,3,N. oculata,10,3.364411869277771,0.38851367643446133,4517.078085908642,8.659699962570858,4.336622372314025e-8,***
M. gaditana,3,C. velia,10,0.684528551386866,0.19798329927524175,4517.078085908642,3.4575065366256768,0.06628229429995014,
N. oculata,3,C. velia,3,-3.0320408206454053,0.30827650662843553,4517.078085908642,-9.83545860761914,4.3366253144050404e-8,***
N. oculata,3,SSB01,6,-4.411986431263487,0.3071327364020708,4517.078085908642,-14.365080332849011,4.3366053414928274e-8,***
N. oculata,3,M. gaditana,6,-1.9317688784851228,0.33648865147391505,4517.078085908642,-5.740962941910317,1.926469850088708e-6,***
N. oculata,3,N. oculata,6,-0.04866995179270672,0.3925369272492166,4517.078085908642,-0.12398821209961426,1,
N. oculata,3,C. velia,6,-2.880217086016085,0.3132017597109562,4517.078085908642,-9.19604375363071,4.33662801224699e-8,***
N. oculata,3,SSB01,10,-4.59732213513329,0.30665333896574626,4517.078085908642,-14.991919379188039,4.3366053414928274e-8,***
N. oculata,3,M. gaditana,10,-0.8244815523050203,0.3707544730044204,4517.078085908642,-2.223793945421099,0.7858114084207222,
N. oculata,3,N. oculata,10,0.8463885077582307,0.4452931584965321,4517.078085908642,1.9007444682418633,0.9376928830707585,
N. oculata,3,C. velia,10,-1.8334948101326745,0.32821062938973217,4517.078085908642,-5.586335864691024,4.633717146984573e-6,***
C. velia,3,SSB01,6,-1.3799456106180814,0.14076011243824174,4517.078085908642,-9.80352733963274,4.336624814804679e-8,***
C. velia,3,M. gaditana,6,1.1002719421602827,0.19516378559420697,4517.078085908642,5.6376849773144695,3.467026861603273e-6,***
C. velia,3,N. oculata,6,2.9833708688526985,0.30511408328790324,4517.078085908642,9.777886476769456,4.3366255031429546e-8,***
C. velia,3,C. velia,6,0.1518237346293205,0.1521676185618218,4517.078085908642,0.9977400978227075,0.9999847041295419,
C. velia,3,SSB01,10,-1.5652813144878839,0.13999036237084136,4517.078085908642,-11.181350544270874,4.336611447719463e-8,***
C. velia,3,M. gaditana,10,2.2075592683403853,0.24897872073507582,4517.078085908642,8.866457590523666,4.336620373912581e-8,***
C. velia,3,N. oculata,10,3.878429328403636,0.38013779139064185,4517.078085908642,10.202693381827004,4.3366247259868373e-8,***
C. velia,3,C. velia,10,1.1985460105127308,0.1800681669461331,4517.078085908642,6.6560682592569105,4.933736308387893e-8,***
SSB01,6,M. gaditana,6,2.480217552778364,0.18528302949189296,4517.078085908642,13.386102114046476,4.3366053414928274e-8,***
SSB01,6,N. oculata,6,4.36331647947078,0.2969433115430221,4517.078085908642,14.694105944994853,4.3366053414928274e-8,***
SSB01,6,C. velia,6,1.531769345247402,0.14166051333276747,4517.078085908642,10.8129591599686,4.336624037648562e-8,***
SSB01,6,SSB01,10,-0.18533570386980258,0.12796577212970617,4517.078085908642,-1.4483224754971682,0.9968126925899609,
SSB01,6,M. gaditana,10,3.5875048789584665,0.2425738513096313,4517.078085908642,14.78933058773605,4.3366053414928274e-8,***
SSB01,6,N. oculata,10,5.258374939021717,0.37590935906115913,4517.078085908642,13.988411866505825,4.3366053414928274e-8,***
SSB01,6,C. velia,10,2.578491621130812,0.17276383704611672,4517.078085908642,14.924949950275314,4.3366053414928274e-8,***
M. gaditana,6,N. oculata,6,1.883098926692416,0.32155571059442284,4517.078085908642,5.856213603581628,9.977547784645324e-7,***
M. gaditana,6,C. velia,6,-0.948448207530962,0.194230553080369,4517.078085908642,-4.88310511651847,1.939879027328395e-4,***
M. gaditana,6,SSB01,10,-2.6655532566481663,0.18641061511172363,4517.078085908642,-14.299364094960952,4.3366053414928274e-8,***
M. gaditana,6,M. gaditana,10,1.1072873261801026,0.27329343577284165,4517.078085908642,4.051642598179589,0.008007960339515674,**
M. gaditana,6,N. oculata,10,2.7781573862433535,0.40041003762144617,4517.078085908642,6.938281074936154,4.42264189715047e-8,***
M. gaditana,6,C. velia,10,0.09827406835244823,0.21952010075883416,4517.078085908642,0.4476768551614897,0.9999999999858156,
N. oculata,6,C. velia,6,-2.8315471342233782,0.3019797116123418,4517.078085908642,-9.376613809931376,4.3366245150444627e-8,***
N. oculata,6,SSB01,10,-4.548652183340582,0.29939332232853255,4517.078085908642,-15.192897917573529,4.3366053414928274e-8,***
N. oculata,6,M. gaditana,10,-0.7758116005123136,0.3645749909196917,4517.078085908642,-2.1279890827267653,0.8424590888604511,
N. oculata,6,N. oculata,10,0.8950584595509374,0.44145809097830896,4517.078085908642,2.0275049383904395,0.8915139646824831,
N. oculata,6,C. velia,10,-1.7848248583399677,0.3214043862095806,4517.078085908642,-5.5532062875337465,5.581999224624212e-6,***
C. velia,6,SSB01,10,-1.7171050491172044,0.14195713839985227,4517.078085908642,-12.095940144134318,4.3366053414928274e-8,***
C. velia,6,M. gaditana,10,2.0557355337110645,0.25008668506345977,4517.078085908642,8.220091898092933,4.3366332969085875e-8,***
C. velia,6,N. oculata,10,3.7266055937743157,0.38093396410414915,4517.078085908642,9.782812626168047,4.3366253588139614e-8,***
C. velia,6,C. velia,10,1.0467222758834103,0.18154516390966094,4517.078085908642,5.765630178968975,1.6733529042411988e-6,***
SSB01,10,M. gaditana,10,3.772840582828269,0.2395032043593376,4517.078085908642,15.75277705749483,4.3366053414928274e-8,***
SSB01,10,N. oculata,10,5.44371064289152,0.37173416636117157,4517.078085908642,14.644095527131313,4.3366053414928274e-8,***
SSB01,10,C. velia,10,2.763827325000615,0.1704871947328308,4517.078085908642,16.211348478880115,4.3366053414928274e-8,***
M. gaditana,10,N. oculata,10,1.670870060063251,0.41103388710194777,4517.078085908642,4.06504211086817,0.007592379903431978,**
M. gaditana,10,C. velia,10,-1.0090132578276543,0.2627146869443798,4517.078085908642,-3.840718878580533,0.017955525455407573,*
N. oculata,10,C. velia,10,-2.6798833178909054,0.38435003968695536,4517.078085908642,-6.972506936837085,4.404276698899423e-8,***
